Storage,Time,Scenario,Discharge,Charge,energy_level
H2,1,11,1.5246077664272224,3.9072872332476295e-8,90.6656623824496
H2,1,12,0.3348672267386948,0.922669770593947,150.02555776827984
H2,1,13,0.9926765917672535,5.606598029440128e-9,87.51249644130624
H2,1,19,1.5246077781391925,2.7353918989565102e-8,65.71753465668489
H2,1,1,0.17687545042817168,4.055869685432886e-9,133.76314725942115
H2,1,22,0.28011119502245146,6.149215764549934e-9,133.08987294019929
H2,1,23,0.5217075070457742,0.8421238140192353,137.02856802548823
H2,1,24,0.1821571260213742,0.7955765290779696,153.61784305556586
H2,1,26,0.3262059269743236,0.9206164471364754,149.44258644785475
H2,1,27,0.47862868965670224,0.6820791772242683,144.55739421588316
H2,1,29,0.19829333744034047,0.7116951045885571,152.73224885190874
H2,1,30,9.666672070044997e-9,1.524607780385077,160.6174380600221
H2,1,4,1.1389910789099875,1.9062416771221238e-8,128.16902977037296
H2,1,7,0.7233292879124185,4.5591809225563045e-8,108.10849037866903
H2,1,8,8.205884585266511e-8,1.5246075923587428,159.55020999892255
H2,2,11,1.5246077309402917,7.456952544090964e-8,54.6294803297163
H2,2,12,0.3030869982561882,0.9354425366311602,151.68543786564155
H2,2,13,2.9307753130246024e-8,1.5246077293712539,91.78139787039846
H2,2,19,0.022421679419632204,1.4954839965458075,90.8693373498896
H2,2,1,0.18895416964967834,8.664798154060642e-9,126.20498060687187
H2,2,22,0.5723473191476007,7.94275822576786e-9,108.114717329015
H2,2,23,0.45707544452727794,0.8591917899333015,132.89555184866418
H2,2,24,0.1510161472982032,0.7751476856857925,158.71038582306713
H2,2,26,0.13921261391960446,0.8951754607539879,159.90083786090761
H2,2,27,0.43522714491196374,0.8577749477897592,143.41211650665144
H2,2,29,0.37648087242052264,0.8611694871391743,152.24209663512394
H2,2,30,1.6114273919126746e-8,1.4091630575036876e-8,160.61743761302765
H2,2,4,1.1279660087446624,8.287978828579832e-9,80.99954226539613
H2,2,7,1.5246074862117798,7.275282164458215e-8,66.52828697316149
H2,2,8,0.5993244258880029,1.0264376772380207e-7,145.38436086653712
H2,3,11,1.5246077234550732,8.205342411989048e-8,26.909340477634395
H2,3,12,0.29992381995478395,0.9785649364401706,152.94255263868183
H2,3,13,3.6634594612541226e-9,1.5246077959773074,125.93261228714341
H2,3,19,0.04302096356468585,1.4707799577636558,104.18790186341799
H2,3,1,0.2358446738717815,1.9062511604744403e-8,121.9168957608226
H2,3,22,1.524607762432549,9.812435324260463e-9,66.5345057293397
H2,3,23,0.2010977606130839,0.828980767631639,144.0575726052188
H2,3,24,0.1076325871968883,0.8120705337563706,165.41995351286198
H2,3,26,0.14536366730918757,0.984064173858855,165.41995334298798
H2,3,27,0.19489212864079986,1.0817011369404113,149.0518971014471
H2,3,29,0.22442309939402913,0.8184936587535103,154.0560358196454
H2,3,30,0.07337340430681269,3.6021862364139245e-9,154.2139406309211
H2,3,4,1.1521268600971684,1.588534216182396e-8,55.86222908762204
H2,3,7,1.5246064704067908,1.1720598707166315e-7,36.03615846751177
H2,3,8,0.9104572538759612,5.559965455193573e-8,105.65531799511483
H2,4,11,0.02383854943478388,1.4721739942694905,40.729846181317264
H2,4,12,0.1635017434818429,1.1190177464355766,159.74706399239446
H2,4,13,1.0657351249040488e-8,1.5246077778120928,137.67209196314954
H2,4,19,1.5246071481531671,6.576145063787069e-7,59.835701282426825
H2,4,1,1.1633089337250537,1.1914222808798113e-8,88.07518145862396
H2,4,22,4.3061741744292065e-8,4.168380209129132e-8,66.53450528730096
H2,4,23,0.3182626610060062,0.9323827205100714,145.09369189515553
H2,4,24,1.0326190243115904e-7,8.552438061002873e-9,165.4199493323285
H2,4,26,1.3872884898988584,1.235519491624697e-8,97.31670043601451
H2,4,27,0.17691832818311526,0.9623912878799138,154.3319603101012
H2,4,29,0.08846584506490848,0.7565211093504349,163.6426982431186
H2,4,30,1.4136277711640963,2.8817828414714304e-9,2.079509082283075e-6
H2,4,4,9.017700781316246e-9,1.5246077820707284,69.73615969131998
H2,4,7,1.52460667575507,9.917423101485807e-8,1.5794228847737274e-6
H2,4,8,5.470850921289912e-8,1.524607663396936,121.6636969687324
H2,5,11,0.03833364372727751,1.4385627372244076,49.16551361938465
H2,5,12,0.137305635542666,1.1670506189196537,165.41995222405626
H2,5,13,4.508991456305362e-9,1.524607793780752,165.41995359680692
H2,5,19,0.03990981491030763,1.4770636720801225,69.44951398861838
H2,5,1,0.17051536081250865,2.3827980218915507e-8,85.59495816206058
H2,5,22,4.4427965154807405e-8,1.780009456813873e-8,66.53450426253015
H2,5,23,0.31145402696169994,0.9532556085275224,146.10368066463548
H2,5,24,5.4383078666727145e-8,9.231159323930578e-9,165.419947299167
H2,5,26,1.4137947584182748,2.084967469245482e-8,56.188125879180866
H2,5,27,0.172451663378304,1.013957532898723,158.69040004585537
H2,5,29,0.16451360583084068,1.0620420884239774,165.41995350284498
H2,5,30,1.9062988179687504e-8,0.5107851084740777,3.575497492227841
H2,5,4,6.895881341927748e-9,1.524607787581752,87.87899215039744
H2,5,7,0.009121947431105046,1.5060430793606698,25.941121494093444
H2,5,8,2.0015284267893925e-8,1.5246077535066882,165.4199380023259
H2,6,11,0.0604125404188967,0.22417390464641357,49.77756337812945
