Storage,Time,Scenario,Dual_discharge,Dual_charge,Dual_energy
H2,1,11,-218.39950219127138,-1.4602862938251604e-6,-2.982475437624592e-8
H2,1,12,-1.6686678591913797e-6,-2.658030627584054e-6,-1.8172258757347495e-7
H2,1,13,-4.199273227601255e-6,-1.46028054063017e-6,-2.8575024592346297e-8
H2,1,19,-311.9988814317198,-1.460283701315974e-6,-2.2353440076322112e-8
H2,1,1,-1.6924784519942017e-6,-1.460279742231112e-6,-6.488581887766422e-8
H2,1,22,-2.0562427318928998e-6,-1.4602808189570192e-6,-5.3856207595637684e-8
H2,1,23,-1.787523467595725e-6,-2.345399651642457e-6,-1.1205057021341154e-7
H2,1,24,-1.5733616202004183e-6,-2.572031735230419e-6,-2.0368558607905112e-7
H2,1,26,-1.810255603517384e-6,-3.753099784152359e-6,-1.4690393996000323e-7
H2,1,27,-1.7029610402441943e-6,-2.618180777768329e-6,-1.428441136310285e-7
H2,1,29,-1.5609250983897943e-6,-2.27529312624903e-6,-2.0740632812453142e-7
H2,1,30,-1.4601771700086304e-6,-145.67513917629623,-4.7454301652310684e-7
H2,1,4,-7.061846928203315e-6,-1.4601819882901938e-6,-5.7947628050395904e-8
H2,1,7,-2.718803019154776e-6,-1.4602877078546052e-6,-3.960401219260656e-8
H2,1,8,-1.460190287868917e-6,-40.039906880047845,-3.8656195876755807e-7
H2,2,11,-114.43296433917087,-1.4601886658740625e-6,-2.0114118500635086e-8
H2,2,12,-1.703355249800421e-6,-2.95036998140622e-6,-2.2364120254913572e-7
H2,2,13,-1.460187261841802e-6,-48.04787164148101,-3.0231467661667835e-8
H2,2,19,-1.4654687865815295e-6,-2.1737857383433807e-5,-2.988013041713222e-8
H2,2,1,-1.637410887517278e-6,-1.4602821134165268e-6,-5.4418093325617145e-8
H2,2,22,-4.284921725150789e-6,-1.4602817410214053e-6,-2.615494701911288e-8
H2,2,23,-1.835620187231923e-6,-2.554471722932217e-6,-1.0195123893685526e-7
H2,2,24,-1.5618330631444964e-6,-2.5670575055452722e-6,-3.965451525477735e-7
H2,2,26,-1.593068672689151e-6,-3.271384075685101e-6,-4.3794630525954934e-7
H2,2,27,-1.781142696652265e-6,-3.146808759064927e-6,-1.469618053123403e-7
H2,2,29,-1.7972881340926197e-6,-2.8182930352875897e-6,-2.067666824680013e-7
H2,2,30,-1.460303556060296e-6,-1.4602822070449162e-6,-4.744348994509626e-7
H2,2,4,-4.545066381493575e-6,-1.4602819206023885e-6,-2.7252864419178708e-8
H2,2,7,-26.728246957976673,-1.460293702648615e-6,-2.276516766182774e-8
H2,2,8,-2.3288399856020796e-6,-1.4601947994125587e-6,-1.1608359847295233e-7
H2,3,11,-103.99977360921302,-1.460190308508484e-6,-1.6085461536072997e-8
H2,3,12,-1.7393761387315098e-6,-3.185361718070526e-6,-2.5418245624541163e-7
H2,3,13,-1.4601740792411457e-6,-384.3829573387071,-5.637753186888081e-8
H2,3,19,-1.4687316066570177e-6,-1.540074668281918e-5,-3.652362834971295e-8
H2,3,1,-1.7537233888338959e-6,-1.4601819883891696e-6,-4.887520462458454e-8
H2,3,22,-84.95775919323282,-1.4602827059553927e-6,-1.7569966249851823e-8
H2,3,23,-1.5661619788149908e-6,-2.090765002424816e-6,-1.4992619669369752e-7
H2,3,24,-1.537949899857254e-6,-2.533783456776645e-6,-17.69933029440864
H2,3,26,-1.6057362138430888e-6,-3.6715102049162547e-6,-5.719988553404892
H2,3,27,-1.5980116357478858e-6,-2.69983877513399e-6,-1.9134450907641737e-7
H2,3,29,-1.6241401928558086e-6,-2.5428729917586423e-6,-2.5164762192344517e-7
H2,3,30,-1.4602900313659379e-6,-1.4602798371665578e-6,-4.743276860506057e-7
H2,3,4,-7.016521522366459e-6,-1.460180356414451e-6,-2.0607713042098715e-8
H2,3,7,-6.391425375513351,-1.460198011524247e-6,-1.735481185171843e-8
H2,3,8,-3.745140126186051e-6,-1.4602899130578561e-6,-3.7245415524260386e-8
H2,4,11,-1.4846641470357406e-6,-4.211123892306764e-5,-1.7864524366103444e-8
H2,4,12,-1.6023151306759987e-6,-3.1494141788892036e-6,-5.302259571010075e-7
H2,4,13,-1.4601776743600857e-6,-132.13164402968357,-8.022903943339889e-8
H2,4,19,-13.02881963833142,-1.4603213951056953e-6,-2.1141626324404922e-8
H2,4,1,-1.238077357814715e-5,-1.4602837819575595e-6,-2.638815465627741e-8
H2,4,22,-1.4601943008309597e-6,-1.4601936128577557e-6,-1.756993079304389e-8
H2,4,23,-1.7323549029879452e-6,-2.616779350805191e-6,-1.5519837316353383e-7
H2,4,24,-1.4603606802331383e-6,-1.4602820046220345e-6,-0.5340071693364066
H2,4,26,-1.9794295179490287e-5,-1.4602885504090758e-6,-3.211320153612702e-8
H2,4,27,-1.5700505772026266e-6,-2.6458563034714686e-6,-3.0194789710806364e-7
H2,4,29,-1.5166337756367488e-6,-2.3175993179410473e-6,-1.7574044819902264e-6
H2,4,30,-3.6207600140296576e-5,-1.4609604475492622e-6,-1.3549569739518444e-8
H2,4,4,-1.4601768323198014e-6,-156.15555828368863,-2.364430851141867e-8
H2,4,7,-7.553477071937807,-1.4601940389256077e-6,-1.3549506026747163e-8
H2,4,8,-1.46018424656941e-6,-60.05987004698309,-5.086905835902037e-8
H2,5,11,-1.5005819074650247e-6,-2.4398549389031683e-5,-1.9148635970769884e-8
H2,5,12,-1.58288188606774e-6,-3.6226703809448176e-6,-5.7199923765947105
H2,5,13,-1.460174513690028e-6,-312.31013936357516,-6.561190056448634
H2,5,19,-1.4614767243762547e-6,-3.1978779711159852e-6,-2.2336833381360702e-8
H2,5,1,-1.7518203407507825e-6,-1.460184437216562e-6,-2.5280787199849557e-8
H2,5,22,-1.4601949875091317e-6,-1.4601813418574794e-6,-1.7569848634544352e-8
H2,5,23,-1.7477437885787931e-6,-2.76325986152258e-6,-1.60400896030788e-7
H2,5,24,-1.4603212739236596e-6,-1.460282294878838e-6,-0.3614615157357003
H2,5,26,-1.4264742344578492e-5,-1.460296038117688e-6,-2.0399204437891412e-8
H2,5,27,-1.580119194637689e-6,-2.697357071315859e-6,-5.16584050247557e-7
H2,5,29,-1.607990103091853e-6,-3.152122369784271e-6,-17.159944844132102
H2,5,30,-1.460181979280567e-6,-1.5776256118032835e-6,-1.3614307865049583e-8
H2,5,4,-1.460175741443421e-6,-204.20340674303966,-2.9287855018782606e-8
H2,5,7,-1.4632211037655279e-6,-5.9175115171498764e-5,-1.608438698730147e-8
H2,5,8,-1.4601766045015268e-6,-164.1636204135984,-0.2581036397835563
H2,6,11,-1.514755411853907e-6,-1.9616126687686e-6,-1.9481236305035355e-8
H2,6,12,-2.318503265105947e-6,-1.4601948001071816e-6,-1.6731196676588747e-7
H2,6,13,-4.0435574511113624e-6,-1.4609600035567005e-6,-1.8497540646201525e-8
H2,6,19,-1.4708067639308016e-6,-1.0290775857831064e-5,-2.4068811520328797e-8
H2,6,1,-1.1635023246800121e-5,-1.4602846569897534e-6,-1.8289470813196678e-8
H2,6,22,-1.460285319066006e-6,-1.460285081075152e-6,-1.7569813180052127e-8
H2,6,23,-1.787571811969126e-6,-2.835131888316619e-6,-1.6108619607754813e-7
H2,6,24,-1.460325512013409e-6,-1.460284554778867e-6,-0.2919644073881499
H2,6,26,-7.964265859075823e-6,-1.4602089054932743e-6,-1.7495817184292596e-8
H2,6,27,-1.5469466497900595e-6,-3.0037506134757075e-6,-11.439987171347664
H2,6,29,-3.6855778257298394e-6,-1.4601844370526713e-6,-1.6625659069644349e-7
H2,6,30,-1.4601768288258497e-6,-156.15568067216142,-1.4876206692459982e-8
H2,6,4,-1.4601822413678853e-6,-72.07178762454039,-3.1982018210002934e-8
H2,6,7,-1.4627745952669383e-6,-5.015330710464433e-5,-2.180009666409649e-8
H2,6,8,-1.4605650420866397e-6,-1.4602992729450348e-6,-0.13094417955344417
H2,7,11,-1.488909028143105e-6,-3.3316232733820745e-5,-2.1888646172262207e-8
H2,7,12,-2.3912270141545835e-6,-1.4602878007957324e-6,-4.98941609541737e-8
H2,7,13,-6.638376071306495e-6,-1.4602820889036525e-6,-1.4373282658292734e-8
H2,7,19,-1.4668056759111055e-6,-1.5998109965985257e-5,-2.89257877980539e-8
H2,7,1,-1.4602113773258274e-6,-1.4601852451097837e-6,-1.8289359648603506e-8
H2,7,22,-1.8717364412664924e-6,-1.4602808192294064e-6,-1.528930528645211e-8
H2,7,23,-1.6974084152177584e-6,-3.0104172365504446e-6,-1.7763825485013443e-7
H2,7,24,-1.4602383718736734e-6,-1.4601838081267946e-6,-0.25218849198720583
H2,7,26,-1.3443594224488544e-5,-1.4602972640771296e-6,-1.3549504210530528e-8
