Time,Scenario,price_model
1,10,0.00017694005683134833
1,11,129.9999116448638
1,12,3.2352899536702393e-5
1,13,129.9999146160364
1,14,0.00019952464663737523
1,15,7.341816282849997e-5
1,16,0.00043109170204079435
1,17,129.99983378039576
1,18,2.396233665481857e-5
1,19,129.99993089180276
1,1,129.99990484821984
1,20,129.99993441338498
1,21,15.0314165150755
1,22,129.99985382491118
1,23,3.221914625834014e-5
1,24,9.472975111382732e-5
1,25,5.8947765423967396e-5
1,26,1.4906008525630545e-5
1,27,129.99981306289095
1,28,0.0029829724984724018
1,29,7.138229905605215e-5
1,2,0.0001454001404966368
1,30,0.0003918175441489558
1,3,2.284442770411798e-5
1,4,129.9999422746958
1,5,129.99994767394153
1,6,2.195137398380615e-5
1,7,129.9984615195147
1,8,0.00011069466610911469
1,9,0.009299076870038853
2,10,3.7160688402669406e-5
2,11,0.0006346565819178677
2,12,27.239032000570468
2,13,129.99978237988293
2,14,129.9998759069436
2,15,129.99986230283025
2,16,4.742127616228266e-5
2,17,130.0000196080496
2,18,129.99969397178788
2,19,129.99982558856104
2,1,129.99982334298457
2,20,129.99983508001503
2,21,129.9999350291888
2,22,130.00004190960183
2,23,2.1794764200610733e-5
2,24,129.99988783215588
2,25,7.247166344705226e-5
2,26,0.001707334364982877
2,27,0.004766455386700571
2,28,129.99993532469335
2,29,129.98823390878292
2,2,1.5210758935787606e-5
2,30,129.99980707623027
2,3,0.0003154440872604012
2,4,129.99981282384812
2,5,8.033448004874366e-5
2,6,0.00253197169854324
2,7,130.00317680757004
2,8,129.99962632947867
2,9,9.230231035075966e-5
3,10,129.9335411630823
3,11,411.6647582143552
3,12,0.00039203244348839407
3,13,129.9999859528167
3,14,129.99990606496533
3,15,0.00130515512215208
3,16,0.0002521247610709933
3,17,129.99985161094915
3,18,129.99983282446578
3,19,5.7466038163147035e-5
3,1,129.9998818401235
3,20,129.99995788955502
3,21,0.0016297562576411066
3,22,240.00009063090997
3,23,0.0010666814679759693
3,24,0.00026196423038859774
3,25,0.0005055984644312389
3,26,130.00010326683707
3,27,6.650601341180372e-5
3,28,0.003548022347287013
3,29,6.701612832865561e-5
3,2,129.99933110986547
3,30,129.99996767566006
3,3,5.003082597752919e-5
3,4,130.00032066148435
3,5,129.99922016543638
3,6,130.0004626789268
3,7,129.999604152535
3,8,130.00002266406074
3,9,0.00035842316846821433
4,10,5.140859157147945e-5
4,11,130.00017611884536
4,12,129.9999595601649
4,13,0.013299430771194559
4,14,129.99979994993328
4,15,209.99905964367605
4,16,0.0001503354298729669
4,17,129.99994808707945
4,18,5.955379892635394e-5
4,19,129.99979107462923
4,1,130.00025365451285
4,20,130.00031436341072
4,21,419.996416494016
4,22,0.00034695953833509773
4,23,0.000282279172557604
4,24,129.9998607756153
4,25,0.00012973364520414666
4,26,130.00018514829574
4,27,129.9998740409175
4,28,0.0004354802980078206
4,29,129.99998845686633
4,2,3.1373708540011215e-5
4,30,129.99995089039854
4,3,129.99983259762612
4,4,129.99934348889374
4,5,129.99988669041372
4,6,129.99986503340114
4,7,130.00001093253707
4,8,130.00508678369684
4,9,3.423632600247207e-5
5,10,129.9993046111195
5,11,5.81359361593751e-5
5,12,130.00001102665553
5,13,0.00044869568188850853
5,14,130.00033853278896
5,15,129.9998862859627
5,16,129.99957978991472
5,17,130.00007132135525
5,18,129.99982986867963
5,19,129.9999419417358
5,1,129.998746236998
5,20,129.99990864488413
5,21,129.99985956069287
5,22,129.99981721492475
5,23,130.00007479791736
5,24,129.9999360467331
5,25,130.00001217764552
5,26,129.99945740710427
5,27,129.99923095732254
5,28,130.00004215415007
5,29,129.99970122230306
5,2,130.0000469702537
5,30,129.99967641096558
5,3,130.0001167820441
5,4,0.0006003180370141093
5,5,129.9998206759879
5,6,129.99997442910887
5,7,0.00025546202611871887
5,8,129.99547324250523
5,9,0.00028444133770370845
6,10,129.99973469782375
6,11,129.9991637046028
6,12,129.99899425546184
6,13,0.00036214712290999224
6,14,130.00043948758656
6,15,129.99975883707256
6,16,0.0005281605613932679
6,17,129.99976226081688
6,18,129.99970256352879
6,19,0.00037986362378615785
6,1,321.2062555610186
6,20,129.99980682003147
6,21,130.0000333065955
6,22,129.99997318707761
6,23,0.000182870015665676
6,24,129.99994422467296
6,25,5.8847237048834535e-5
6,26,130.00099320134066
6,27,129.99974351531293
6,28,129.99993582627891
6,29,130.0000737144309
6,2,129.99999568413338
6,30,129.99747131230274
6,3,129.99831413714438
6,4,0.00023209377279311195
6,5,129.99993318266198
6,6,130.00000649541266
6,7,15.010664923403123
6,8,0.0011192910898833747
6,9,130.00122378114807
7,10,130.000021077205
7,11,129.99997150462545
7,12,129.99980763988998
7,13,129.99808528569116
7,14,129.99947502651568
7,15,129.9999599850835
7,16,0.0007825780994893967
7,17,130.00000956955716
7,18,130.000034891836
7,19,1270.9928473848554
7,1,15.276257282463272
7,20,129.99989823590192
7,21,129.9996434340919
7,22,130.0000773334347
7,23,0.00042473945156441725
7,24,129.99992957002314
7,25,7.609252222141354e-5
7,26,0.019466512851464727
7,27,129.999981757318
7,28,130.00027274874432
7,29,129.99977859835096
7,2,0.0001366932149430938
7,30,0.0001521871504239897
7,3,0.0003647484050458793
7,4,0.001145489625941854
7,5,129.99981884349856
7,6,0.00010066737311968703
7,7,4.273623636605163e-5
7,8,606.6616898351024
7,9,129.999580158409
8,10,129.99962407182866
8,11,0.00013662750901830258
8,12,130.00000914736444
8,13,130.00029247434782
8,14,129.99893687271563
8,15,129.99985805789328
8,16,0.00016810661384660292
8,17,129.99977529674433
8,18,14.999693169520366
8,19,0.00010011495939322332
8,1,130.00005698521562
8,20,130.0000148366796
8,21,130.00015237552682
8,22,129.99994480805097
8,23,130.00044249123917
8,24,129.99989359975686
8,25,130.00021848969106
8,26,129.99992995219378
8,27,129.99978850975066
8,28,129.99981761877933
8,29,129.9998973854627
8,2,0.00016729991778640738
8,30,129.99974564151455
8,3,0.00019329932297223987
8,4,472.72396209438654
8,5,129.99917529197486
8,6,129.99991202081233
8,7,50.33686801686871
8,8,129.99986060626105
8,9,130.00031330691283
9,10,129.99995722211435
9,11,2.7878672274329063e-5
9,12,129.99986277144902
9,13,129.99988228834786
9,14,130.00028787837476
9,15,0.00031932348900094287
9,16,5.907878622841514e-5
9,17,129.99973658160175
9,18,5.280175556872082e-5
9,19,0.002430969544638724
9,1,129.99981372237554
9,20,129.9999131090501
9,21,129.99953108310234
9,22,130.00005082682594
9,23,39.94486733055673
9,24,129.9999469876133
9,25,129.99912984427627
9,26,129.9978034512614
9,27,130.00002078783533
9,28,129.99980863902942
9,29,129.99948688292997
9,2,0.0007888237209080908
9,30,129.99835882631533
9,3,129.9999361658645
9,4,5.711759790395237e-5
9,5,130.00102145768813
9,6,129.99842767536322
9,7,0.001575333186546506
9,8,2389.8484816869886
9,9,129.99983650973311
10,10,130.00001548499586
10,11,0.0005042763956313368
10,12,5242.033416137225
10,13,129.99988206461066
10,14,129.9999274901211
10,15,76.60146729549867
10,16,129.99883013748206
10,17,0.00018683035965412476
10,18,129.99966443608548
10,19,6.727592257227103e-5
10,1,129.99993244112028
10,20,129.9999143115322
10,21,129.9998560688632
10,22,0.003636297091251317
10,23,130.00018993434006
10,24,129.9996567956129
10,25,129.99981197104347
10,26,0.00046169196629889184
10,27,129.99986270851306
10,28,130.00029325945792
10,29,129.999449280187
10,2,0.00014547507907434554
10,30,130.0002064005587
10,3,0.00019683841326889354
10,4,129.9984032684638
10,5,129.9991384597146
10,6,0.00038309675115514663
10,7,9.357580491304824e-5
10,8,129.99964534413203
10,9,8.866866455332532e-5
11,10,130.00000330078973
11,11,130.0004300251474
11,12,0.015237123673665287
