delta,psi,objective,z_total,max_u,max_dual,tail_scenarios,Price_max,Price_min,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1.0,0.5,4.840901145482524e9,14.048875142826262,1180.7877560666257,2.9567149856124802e-6,"[(9, 2.96e-6)]",8999.958050279485,8.000345758122055,88.23729447550711,30.06381511733242,54.114862731522486,64.03026760114767,0.001564644653395193,0.008762316781425495,0.035038107129358356,3.9987263646565165,0.002699425446068,0.04267832737610058,15.810152281948035
0.75,0.5,4.811598026301746e9,4.82375320358357e9,1.7071297782280812e8,3.1912666753917437e-9,"Tuple{Int64, Float64}[]",11250.985161026567,6.002363011638642,116.11750350601373,51.427523985099,92.56954146724674,53.46622541747678,0.21991547494207966,10.425354175531206,41.69678784024581,3.9995559995563625,0.2678147773302661,4.814967718439296,17.978723080323284
0.5,0.5,4.787626431626503e9,4.8197982074323435e9,1.7045344266794467e8,2.9270173990540992e-9,"Tuple{Int64, Float64}[]",13500.905067918564,4.000986095163656,134.13124484988808,56.78090098611555,102.20561949981044,44.74232543765614,3.9999918059898962,15.45243013021379,61.807564492267524,3.9998604731702736,4.320939019038511,82.53615589505627,19.101439648047172
0.25,0.5,4.765332608386364e9,4.817445481002713e9,1.7045494866052437e8,8.041866890716837e-9,"Tuple{Int64, Float64}[]",15752.28988868864,2.000121112088066,146.83963488442492,61.60430163363803,110.88773492712502,41.06362757296398,3.9999780705515016,15.46942974634295,61.85790100309349,3.998718893805184,8.206743667576319,163.3875760131157,19.908941064972804
