Storage,Time,Scenario,Dual_discharge,Dual_charge,Dual_energy
H2,1,11,-109.198449725717,-6.944228935328892e-7,-1.4162702643911611e-8
H2,1,12,-7.627790782293116e-7,-1.130615123965813e-6,-9.223183217869812e-8
H2,1,13,-1.9903359863432933e-6,-6.944226324323066e-7,-1.3589488028996956e-8
H2,1,19,-155.997838592854,-6.94422802093714e-7,-1.0618825844471517e-8
H2,1,1,-8.126296177805314e-7,-6.944226203393053e-7,-2.98286263532807e-8
H2,1,22,-1.058197120041409e-6,-6.944226366633276e-7,-2.2974338217513627e-8
H2,1,23,-8.08603759574572e-7,-1.0187417593476457e-6,-5.802168634377998e-8
H2,1,24,-7.192362581218828e-7,-1.0929813193230313e-6,-1.0201790723718986e-7
H2,1,26,-7.6761599782859e-7,-1.2743034210056212e-6,-7.504769104406775e-8
H2,1,27,-8.131141435522325e-7,-1.235082216025672e-6,-6.677950450931045e-8
H2,1,29,-7.146871797846027e-7,-9.76905530776616e-7,-1.0480364027520175e-7
H2,1,30,-6.944226640967631e-7,-169.94792141883983,-2.204520202651237e-7
H2,1,4,-2.5738407125942446e-6,-6.944227373597936e-7,-2.878274613097896e-8
H2,1,7,-1.3213169959685876e-6,-6.944229442312399e-7,-1.8472853901555617e-8
H2,1,8,-6.944232286852256e-7,-20.01952952480099,-1.8036840804237342e-7
H2,2,11,-57.21528190909606,-6.944231705111586e-7,-9.556082899140789e-9
H2,2,12,-7.86591491152504e-7,-1.2397835303106669e-6,-1.1552307509345394e-7
H2,2,13,-6.944228172612382e-7,-56.054536175749085,-1.4377283311008467e-8
H2,2,19,-6.971211973174681e-7,-1.5103686164863136e-5,-1.4197505549142746e-8
H2,2,1,-8.252694154607962e-7,-6.944226562789708e-7,-2.3442463633518538e-8
H2,2,22,-1.8191372652012305e-6,-6.944226506487936e-7,-1.213920182789854e-8
H2,2,23,-8.410981389660844e-7,-1.1066184930161806e-6,-5.349052664339748e-8
H2,2,24,-7.193053875148175e-7,-1.0581204805242683e-6,-2.024312457532051e-7
H2,2,26,-7.198993965219303e-7,-1.1984294634961488e-6,-2.469645474711508e-7
H2,2,27,-8.495792483500283e-7,-1.5011353373320306e-6,-6.852434749695399e-8
H2,2,29,-7.846010254812942e-7,-1.0956762436551443e-6,-1.0950145897228452e-7
H2,2,30,-6.944227143740537e-7,-6.944226985959983e-7,-2.2045166895337312e-7
H2,2,4,-2.5524434810187253e-6,-6.944226533419383e-7,-1.2725961813276085e-8
H2,2,7,-13.364303486217503,-6.944231560422604e-7,-1.0705801661430436e-8
H2,2,8,-1.0357926114499971e-6,-6.94423389142834e-7,-5.965885579590262e-8
H2,3,11,-51.999209359113756,-6.944232288353334e-7,-7.6436238946129e-9
