Storage,Time,Scenario,Discharge,Charge,energy_level
H2,1,11,1.4950310226116315,9.51265646876104e-9,88.90677587117993
H2,1,12,0.13347712593725056,0.5761821572782438,150.96967503662628
H2,1,13,0.9734190996202166,1.3647867719656951e-9,85.81477955974741
H2,1,19,1.4950310254658115,6.658715611381875e-9,64.44263170912221
H2,1,1,0.2173949919677113,9.872875987454183e-10,127.41238822266531
H2,1,22,0.5140075169324168,1.496872550752339e-9,117.0184456728066
H2,1,23,0.21041279151812908,0.47512853883533823,144.34048016888744
H2,1,24,0.05160285649113224,0.5452838025953664,152.0351594268239
H2,1,26,0.1426563362590677,0.6805226090490876,148.37667577737548
H2,1,27,0.21744392415398306,0.6533713203668318,146.67185909662385
H2,1,29,0.04234585630991897,0.4323021748197375,152.30711199084078
H2,1,30,2.3532020420639733e-9,1.4950310260120383,157.50151726610753
H2,1,4,1.0916322760660389,4.640279523517501e-9,126.14191888052379
H2,1,7,0.7092960147367158,1.1098092837355597e-8,106.01127600491078
H2,1,8,1.9976633396502965e-8,1.495030980236088,156.45499491131997
H2,2,11,1.4950310139687615,1.8155438827929092e-8,53.569679342587335
H2,2,12,0.17506709519146102,0.657328187828648,153.23888978928284
H2,2,13,7.1345060540667735e-9,1.4950310135928313,90.00086634592
H2,2,19,0.00785840820410457,1.4310186034577341,89.12825689671871
H2,2,1,0.23696178119728445,2.109205561730226e-9,117.93391700725572
H2,2,22,0.9246454412150686,1.9334598861410595e-9,76.67028099772212
H2,2,23,0.26053967019400875,0.5565122977938741,142.82578227837726
H2,2,24,0.051757363756626394,0.5139650418049755,157.08291282578298
H2,2,26,0.052924843286954563,0.6288564756391133,158.00790704165715
H2,2,27,0.27283367773723527,0.8030534943598749,147.0683163794382
H2,2,29,0.17197911501475793,0.5476416154371947,152.731070975516
H2,2,30,3.922606454558406e-9,3.4302421172768096e-9,157.50151715729828
H2,2,4,1.0882330415920474,2.017513516602237e-9,80.63399171915644
H2,2,7,1.4950309543969247,1.7710106999727132e-8,65.23770470731442
H2,2,8,0.49228091942855423,2.498604392520917e-8,144.81926431583625
H2,3,11,1.4950310121476262,1.9976587682133954e-8,26.3872974433757
H2,3,12,0.20981533994169835,0.738468137317749,154.45789712806595
H2,3,13,8.91813479590593e-10,1.4950310298079148,123.48956136173
H2,3,19,0.01375638770910372,1.3940657239689127,102.43993839538233
H2,3,1,0.22482991624367757,4.6402545775199695e-9,113.84610038076154
H2,3,22,1.4950310216325984,2.3891006476847105e-9,35.89670770555498
H2,3,23,0.07973028412493467,0.39039427462646353,149.49799792115033
