Time,Scenario,Generator,Dispatch
1,10,PV,0.09967699971538975
1,10,Wind_Onshore,11.642721821862805
1,10,Wind_Offshore,44.21054916210993
1,10,Nuclear,3.182771882760477
1,10,Gas,0.0017045609682483749
2,10,PV,0.6035664679227365
2,10,Wind_Onshore,17.82761692624225
2,10,Wind_Offshore,46.90267281593191
2,10,Nuclear,3.5695321573609946
2,10,Gas,0.00040550863070297586
3,10,PV,2.1218895569376475
3,10,Wind_Onshore,15.138775569366683
3,10,Wind_Offshore,48.604316571906345
3,10,Nuclear,3.9667505789964856
3,10,Gas,0.23602312317157265
4,10,PV,0.5547422935227752
4,10,Wind_Onshore,20.126721363119813
4,10,Wind_Offshore,45.52783277409952
4,10,Nuclear,3.602693118168592
4,10,Gas,0.0007099374658631286
5,10,PV,0.0
5,10,Wind_Onshore,16.578647419202944
5,10,Wind_Offshore,40.67953146278643
5,10,Nuclear,3.9937926245873046
5,10,Gas,4.443339326023985
6,10,PV,0.7435018724584085
6,10,Wind_Onshore,11.553683898519076
6,10,Wind_Offshore,55.545592020244534
6,10,Nuclear,3.9992478441276202
6,10,Gas,7.144810169275412
7,10,PV,1.6327739455346186
7,10,Wind_Onshore,5.066546801858133
7,10,Wind_Offshore,36.15840619500629
7,10,Nuclear,3.9994223741102894
7,10,Gas,37.12769904498785
8,10,PV,0.0
8,10,Wind_Onshore,6.859739096818442
8,10,Wind_Offshore,54.57989661431026
8,10,Nuclear,3.998646521316258
8,10,Gas,10.909928684467271
9,10,PV,1.8812955521955872
9,10,Wind_Onshore,5.998457187420437
9,10,Wind_Offshore,31.271939347525123
9,10,Nuclear,3.9991594768179137
9,10,Gas,37.142707784143695
10,10,PV,3.437984131244811
10,10,Wind_Onshore,4.884855196582488
10,10,Wind_Offshore,20.660139334260382
10,10,Nuclear,3.9988800682670242
10,10,Gas,51.948100263834796
11,10,PV,3.5032261717623894
11,10,Wind_Onshore,3.136712933155427
11,10,Wind_Offshore,10.28880947616631
11,10,Nuclear,3.9991249223640364
11,10,Gas,52.79273533610549
12,10,PV,3.52808809313017
12,10,Wind_Onshore,4.675988188051198
12,10,Wind_Offshore,20.04143700036868
12,10,Nuclear,3.999275539812149
12,10,Gas,37.44077794306359
13,10,PV,0.0
13,10,Wind_Onshore,19.19194486427358
13,10,Wind_Offshore,37.384138763376
13,10,Nuclear,3.9972090663125472
13,10,Gas,0.08733832250209699
14,10,PV,1.154877754865547
14,10,Wind_Onshore,14.921403190507656
14,10,Wind_Offshore,53.70948314840223
14,10,Nuclear,3.9986328482524502
14,10,Gas,4.192156550645594
15,10,PV,0.674332891626604
15,10,Wind_Onshore,23.274000828839828
15,10,Wind_Offshore,51.60076764034224
15,10,Nuclear,3.599861114568583
15,10,Gas,0.00030435534602270677
16,10,PV,1.1026780380303198
16,10,Wind_Onshore,18.554240365203878
16,10,Wind_Offshore,48.56583332525845
16,10,Nuclear,3.202246570886543
16,10,Gas,0.00034768871861823834
17,10,PV,0.09799318999868041
17,10,Wind_Onshore,11.507762424327469
17,10,Wind_Offshore,43.71820750014307
17,10,Nuclear,2.814481207484447
17,10,Gas,0.001423875840784934
18,10,PV,0.6125932176440776
18,10,Wind_Onshore,20.819778936539713
18,10,Wind_Offshore,51.108244936625745
18,10,Nuclear,2.9858147793220757
18,10,Gas,0.0004608228616718864
19,10,PV,2.3397834866964087
19,10,Wind_Onshore,12.49677220463578
19,10,Wind_Offshore,56.022822376987286
19,10,Nuclear,3.382225206753251
19,10,Gas,0.0010460890241971625
20,10,PV,0.0
20,10,Wind_Onshore,14.383583118268346
20,10,Wind_Offshore,41.354041805085906
20,10,Nuclear,3.779526180935562
20,10,Gas,26.906223699974955
21,10,PV,2.6893696860740923
21,10,Wind_Onshore,10.313240452667705
21,10,Wind_Offshore,18.625041413110697
21,10,Nuclear,3.9994413650919256
21,10,Gas,39.53436172599155
22,10,PV,6.5439347260742
22,10,Wind_Onshore,16.897795491202032
22,10,Wind_Offshore,21.001175222218055
22,10,Nuclear,3.9982913275950858
22,10,Gas,36.508166807359956
23,10,PV,0.12808860165614067
23,10,Wind_Onshore,16.64977630129909
23,10,Wind_Offshore,33.60810672784003
23,10,Nuclear,3.998234602986709
23,10,Gas,14.14900631292285
24,10,PV,0.4036911572073475
24,10,Wind_Onshore,20.086762658623737
24,10,Wind_Offshore,53.2828401219191
24,10,Nuclear,3.6113742812013694
24,10,Gas,0.000979497677046461
25,10,PV,2.16032557398569
25,10,Wind_Onshore,13.77042204791915
25,10,Wind_Offshore,32.79422905158309
25,10,Nuclear,3.9982504268770533
25,10,Gas,17.170891851553034
26,10,PV,1.1067642239362583
26,10,Wind_Onshore,9.882835797166162
26,10,Wind_Offshore,50.67455457512223
26,10,Nuclear,3.604538973714115
26,10,Gas,0.0008552060780259263
27,10,PV,0.05406568982701749
27,10,Wind_Onshore,15.639212308484112
27,10,Wind_Offshore,48.66091943574399
27,10,Nuclear,3.6065736855726955
27,10,Gas,0.001068071977992581
28,10,PV,1.8855330702864488
28,10,Wind_Onshore,9.258576612619406
28,10,Wind_Offshore,53.07871093623798
28,10,Nuclear,3.9990842361957846
28,10,Gas,7.728818953812629
29,10,PV,6.497304016312798
29,10,Wind_Onshore,6.574141083104168
29,10,Wind_Offshore,33.21474649597937
29,10,Nuclear,3.9976920055820977
29,10,Gas,31.769297741910485
30,10,PV,3.4842713717471385
30,10,Wind_Onshore,15.070862666801222
30,10,Wind_Offshore,53.67958925737506
30,10,Nuclear,3.9991165873240235
30,10,Gas,0.6109203356594768
31,10,PV,0.6136152283903982
31,10,Wind_Onshore,7.977619648244354
31,10,Wind_Offshore,46.07041921786424
31,10,Nuclear,3.997400546186701
31,10,Gas,27.33102627565297
32,10,PV,1.9518872038234971
32,10,Wind_Onshore,4.390921074592584
32,10,Wind_Offshore,12.650740292479199
32,10,Nuclear,3.999803468447457
32,10,Gas,49.31433954837939
33,10,PV,5.813013479069593
33,10,Wind_Onshore,12.189122434795362
33,10,Wind_Offshore,21.67049084141332
