Storage,Scenario,dualcvarstorage
BESS,10,0.09999999997622366
BESS,12,1.024320883613258e-12
BESS,14,3.037139947069275e-12
BESS,17,0.0999999999649451
BESS,18,0.050000000808869974
BESS,21,0.09999999999676637
BESS,22,1.939780939159198e-11
BESS,23,0.0999999999919165
BESS,24,8.072461666618093e-12
BESS,27,2.2264196571303885e-12
BESS,29,0.0999999999956723
BESS,2,0.09999999999834684
BESS,6,0.09999999999856715
BESS,7,8.95229713706753e-12
BESS,8,8.487603215543396e-12
H2,10,8.07651066909823e-12
H2,12,2.0371667738084387e-13
H2,14,7.783837708318299e-13
H2,17,0.09999999999687323
H2,18,2.854169180821848e-12
H2,21,0.09999999999957616
H2,22,5.397660768146246e-13
H2,23,0.09999999999935472
H2,24,0.05000000118575371
H2,27,1.2001071371641455e-13
H2,29,0.09999999999946502
H2,2,0.09999999999959393
H2,6,0.09999999999962891
H2,7,0.0999999999988471
H2,8,8.94284332339556e-13
