delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Gas_CCS,Nuclear,BESS_P,BESS_E,Duration,H2_P,H2_E,Duration_H2
0.75,0.5,1.091561229696735e10,20300.567251622513,0.9455102959674138,132.510551564318,56.69473485427346,44.99999999990261,93.74624235344926,7.999999999983097,36.217640037393494,5.999999999986059,10.830489478227065,167.29988307002017,15.447121148711638,18.93027273098644,3916.8256033977655,206.90803873028315
