Storage,Time,Scenario,Discharge,Charge,energy_level
BESS,1,10,2.5888210808732808,3.686555146249756e-8,2.3248937322894728e-7
BESS,1,12,0.0001400223476068132,3.441131349080234,120.99933077694662
BESS,1,14,0.3533625004392964,2.3835516792652933e-5,92.21721192191166
BESS,1,17,8.886941757448683e-7,2.701127650837253,177.68002523569268
BESS,1,18,1.930322725185175e-5,6.9329084071459635,191.34764292543016
BESS,1,21,0.6817072194051914,1.8025283060855928e-6,80.11314818916281
BESS,1,22,3.5874511239205296e-5,0.07215464171826862,97.66411992375302
BESS,1,23,6.029222272543003,1.0369288196395533e-7,30.138797885767573
BESS,1,24,0.00011875763073044762,9.45407053477105,191.347595517037
BESS,1,27,3.5265423175606046e-7,4.952061249395957,191.34763692196165
BESS,1,29,2.933998631547312,2.7423219493602057e-6,2.8901412190469e-5
BESS,1,2,8.67033466425304e-6,0.04788304435094564,96.37850925776445
BESS,1,6,7.418352461081604e-6,3.228534574721936,161.01918403033446
BESS,1,7,7.045867682818347e-5,0.17531724195986353,97.93083551253443
BESS,1,8,11.14128931597096,0.00023563066420871246,23.01453981915113
BESS,2,10,9.450531947016735e-7,1.2679189990623892e-6,3.43532552584737e-6
BESS,2,12,0.00010210392838913313,0.2168560395281317,121.99631364612173
BESS,2,14,1.0176673573856934e-5,2.935858384230347,157.0406995672767
BESS,2,17,12.574273685971844,1.2692435270140997e-8,7.112919667021426e-5
BESS,2,18,5.10756294438273e-7,4.996859763499284e-7,191.3476421617607
BESS,2,21,2.9057056003877564e-6,1.1505172407361623,93.87329332948384
BESS,2,22,6.819717242739234e-5,4.762284569655393,167.76376275129905
BESS,2,23,4.9828601631098,2.0747888810791517e-7,3.0580370841389373
BESS,2,24,4.816059699440069e-6,6.312476184159151e-6,191.34764132748424
BESS,2,27,2.1538794484380572,5.181934975152976e-7,163.25356288058103
BESS,2,29,6.6146059343856624e-6,6.461603116579036,148.6167208380035
BESS,2,2,2.034859453079428e-5,0.24522508533216578,97.95760398104088
BESS,2,6,1.4634485723265234e-5,2.996900596780681,191.3476430922083
BESS,2,7,0.00010545383076548476,4.850469640727002,147.01632741567167
BESS,2,8,6.082058265447442e-5,5.778648882060883,124.02406620032487
BESS,3,10,4.356362810355669e-6,5.4648901078038705e-6,7.2381106340690455e-6
BESS,3,12,3.942694104054785e-5,0.07669432930696837,123.40663219795597
BESS,3,14,12.039799771991841,1.9947728531750637e-5,5.3199001775580744e-5
BESS,3,17,4.543733057904438e-6,7.40840328603565e-6,9.177499484125514e-5
BESS,3,18,10.64820997727712,9.67409844931344e-8,6.161383111402759
BESS,3,21,8.636344820821172,3.4773618558099517e-6,1.205141754515688e-5
BESS,3,22,9.760881007903587e-5,1.8648343646157413,184.91917794043692
BESS,3,23,0.14807341223997778,5.472477781180291e-8,1.7925025214904485e-7
BESS,3,24,4.8899954880551295,3.0662234549770027e-7,1.9502242399238367e-6
BESS,3,27,9.842141640630855,4.7434982459946656e-7,24.179827979673036
BESS,3,29,1.1807852551674484e-5,3.0796296865406454,188.28217151593424
BESS,3,2,1.29467085882994e-5,0.04471582990650091,98.40997338209198
BESS,3,6,0.09350672550774722,1.4833960255256449e-8,184.23300188931708
BESS,3,7,0.0001151604260714314,0.32939746894500516,149.74261188915085
BESS,3,8,0.000106297499990923,1.965870449160567,142.1089189249935
BESS,4,10,1.650823059567668e-5,12.295000745566696,124.42521740222786
BESS,4,12,5.442271844379148e-5,0.11614093127368116,124.7949087193156
BESS,4,14,8.96572625399088e-5,0.334632034965034,3.6932214224608835
BESS,4,17,9.098573391178057e-6,3.6955419301883783e-6,7.406878407487539e-6
BESS,4,18,0.5668473532535411,1.5538794491083668e-7,2.6647684036987066e-7
BESS,4,21,1.4183580845869852e-6,12.574271686276257,161.95660978694556
BESS,4,22,6.3828705565211e-5,0.15690055073639766,186.93908572753273
BESS,4,23,1.0676590261792017e-5,1.4019601569846226e-5,6.644470398484934e-6
BESS,4,24,2.0391642258987396e-5,4.950968353278971e-5,0.0003293273485489717
BESS,4,27,2.990289754979264e-7,12.574273058957836,151.43146776097896
BESS,4,29,10.590622954199597,1.0335757082642442e-5,4.097576628720268
BESS,4,2,4.089701639325559e-6,0.023519894460180393,99.16715839723437
BESS,4,6,12.106740167153472,7.400925997524946e-8,2.989167060716658e-7
BESS,4,7,4.706172853368373e-5,1.8843346595565855,191.34749347489418
BESS,4,8,8.958676596411874e-5,4.117044213839921,191.3475018225651
BESS,5,10,1.171941136514056e-5,1.8408870174107521,148.13566384760966
BESS,5,12,6.560776695820763e-5,0.14251434551926725,125.97428568510358
BESS,5,14,7.147613516384128e-5,9.122404610491879,146.36630877588235
BESS,5,17,6.742515791316732e-6,8.319468768064882,191.34760585183326
BESS,5,18,7.295858887024426e-6,9.582192540731762e-6,1.1775841441306987e-5
BESS,5,21,8.065770488893483e-6,0.24827632535452937,164.01225885660455
BESS,5,22,4.189323301108372e-5,0.19172586194989327,191.34764214930925
BESS,5,23,5.150637035230559e-6,6.667596951380251,190.1596981437614
BESS,5,24,5.820909888631367e-6,12.574265989168563,115.68351315693967
BESS,5,27,3.1718646462352735,1.722472775655119e-7,27.31503078703698
BESS,5,29,1.6304510442962826e-5,2.50820434050768,27.17287933845133
BESS,5,2,1.1813066082421765e-5,0.04213157553754447,99.63213690769823
