Storage,Time,Scenario,Dual_discharge,Dual_charge,Dual_energy
H2,1,11,-218.40193236899069,-6.074102907866659e-7,-1.240581040514156e-8
H2,1,12,-6.262949177453038e-7,-8.414378308318104e-7,-9.425707660658129e-8
H2,1,13,-1.7466149929729898e-6,-6.074101673552579e-7,-1.188670125375022e-8
H2,1,19,-312.00163424669927,-6.074102351714414e-7,-9.298225402657656e-9
H2,1,1,-7.329239152567067e-7,-6.074101502162256e-7,-2.3900663606712037e-8
H2,1,22,-8.047859462024027e-7,-6.07410173337257e-7,-2.4688191314113957e-8
H2,1,23,-6.360768109394672e-7,-7.397291255669001e-7,-6.49539534644674e-8
H2,1,24,-6.242072950761641e-7,-9.173187032594448e-7,-8.87875053555823e-8
H2,1,26,-6.554199794868646e-7,-1.0652436072956068e-6,-6.797609789618863e-8
H2,1,27,-6.328501008744278e-7,-8.747967164063429e-7,-6.58050539838819e-8
H2,1,29,-6.182417374462123e-7,-8.218386447121738e-7,-9.26207939634749e-8
H2,1,30,-6.074102122830561e-7,-145.6788043608484,-1.9721439406270575e-7
H2,1,4,-2.709920415950166e-6,-6.074103159571461e-7,-2.4407291052002593e-8
H2,1,7,-1.1316603473641004e-6,-6.07410321220021e-7,-1.646507692402302e-8
H2,1,8,-6.074104943053847e-7,-40.040141341320826,-1.606920118442889e-7
H2,2,11,-114.43603310174637,-6.074104593339083e-7,-8.36675073789625e-9
H2,2,12,-6.40111291271909e-7,-8.763320540565699e-7,-1.3517886804792258e-7
H2,2,13,-6.074104292837306e-7,-48.04825381998458,-1.2575783758981622e-8
H2,2,19,-6.115728377347543e-7,-1.1625683963102895e-5,-1.2381204573847837e-8
H2,2,1,-7.531458038153216e-7,-6.074102011112133e-7,-1.832089209562229e-8
H2,2,22,-9.922002455276705e-7,-6.0741019313868e-7,-1.4627210509749123e-8
H2,2,23,-6.556742779131042e-7,-7.741478222511097e-7,-6.71476039051833e-8
H2,2,24,-6.245276097485165e-7,-9.17760271558882e-7,-1.8459372108006186e-7
H2,2,26,-6.243982884512187e-7,-9.968639569745282e-7,-2.2802759828178132e-7
H2,2,27,-6.523339826198684e-7,-9.486161791699521e-7,-7.170439794313291e-8
H2,2,29,-6.588455118813318e-7,-8.797298701979012e-7,-9.941939348997489e-8
H2,2,30,-6.074102835298196e-7,-6.074102610191262e-7,-1.9721386904209988e-7
H2,2,4,-2.2270765133595664e-6,-6.074101969747668e-7,-1.0984075999128931e-8
H2,2,7,-26.728545934960557,-6.074104498812611e-7,-9.466603354520191e-9
H2,2,8,-8.815575624693496e-7,-6.074105913835631e-7,-5.4573491007350396e-8
H2,3,11,-104.00091522560581,-6.074104946692615e-7,-6.691020512344855e-9
H2,3,12,-6.573528421864587e-7,-9.102631563512122e-7,-1.6684010452260158e-7
H2,3,13,-6.074101459136946e-7,-384.3860460280336,-2.3452138607598056e-8
H2,3,19,-6.1463905512418e-7,-8.128598638842478e-6,-1.507382675472401e-8
H2,3,1,-7.664019440422867e-7,-6.074103159463956e-7,-1.644947410361806e-8
H2,3,22,-84.93842290343882,-6.074102138362926e-7,-8.828795119712056e-9
H2,3,23,-6.204073167674024e-7,-7.248524524783385e-7,-1.184270183748724e-7
H2,3,24,-6.228557175572636e-7,-9.006298341500306e-7,-17.698398554147012
H2,3,26,-6.35502532740037e-7,-1.0253236455639463e-6,-5.720020780849364
H2,3,27,-6.252037620074533e-7,-8.783065684673003e-7,-9.839837626716692e-8
H2,3,29,-6.32046157295654e-7,-8.556334125941017e-7,-1.30475981572617e-7
H2,3,30,-6.328171866935916e-7,-6.074101452176605e-7,-9.229710298147637e-8
H2,3,4,-2.4351756170418095e-6,-6.074102808755368e-7,-8.474482572334725e-9
H2,3,7,-6.3920735576629495,-6.074106603607763e-7,-7.217046477407938e-9
H2,3,8,-1.7027108050617571e-6,-6.074103685590187e-7,-1.5495125793814685e-8
H2,4,11,-6.118226270839205e-7,-7.5453642696781385e-6,-7.410676471768978e-9
H2,4,12,-6.330871502482494e-7,-8.915160001355561e-7,-3.9172288879273645e-7
H2,4,13,-6.07410223194609e-7,-132.13240983059794,-3.337418963639654e-8
H2,4,19,-12.974978921984814,-6.074133195866229e-7,-8.75402616319162e-9
H2,4,1,-4.324046928237922e-6,-6.074102369561043e-7,-9.808245163530715e-9
H2,4,22,-6.074105809486169e-7,-6.074105656583559e-7,-8.828794073758782e-9
H2,4,23,-6.51531956329417e-7,-7.850523841421173e-7,-1.3104702839178388e-7
H2,4,24,-6.074118899640452e-7,-6.074101987890487e-7,-0.5330065717400261
H2,4,26,-7.5649084376150876e-6,-6.074103393103171e-7,-1.345338803637473e-8
H2,4,27,-6.228920327840835e-7,-8.761290048367387e-7,-1.6730579757503694e-7
H2,4,29,-6.165322515261313e-7,-8.277277127015511e-7,-1.189531757166005e-6
H2,4,30,-8.416840003415643e-6,-6.074101372535467e-7,-5.634634769182857e-9
H2,4,4,-6.074102050901573e-7,-156.15697411280723,-9.706883503117078e-9
H2,4,7,-7.554253346894075,-6.074105749711562e-7,-5.634633425924922e-9
H2,4,8,-6.074103644747359e-7,-60.06013426604456,-2.1164042154031152e-8
H2,5,11,-6.140718233839149e-7,-6.586104901823902e-6,-7.94715833041309e-9
H2,5,12,-6.331067187414257e-7,-9.026821441652395e-7,-5.720001623223846
H2,5,13,-6.074101552529511e-7,-312.3126237126512,-19.642279620673655
H2,5,19,-6.187926834105574e-7,-2.4821604444054702e-6,-9.426636495627564e-9
H2,5,1,-7.684802311793384e-7,-6.074103685843704e-7,-9.34805038529944e-9
H2,5,22,-6.074105960626442e-7,-6.074103019701215e-7,-8.828791649187758e-9
H2,5,23,-6.598378500795854e-7,-8.009353606112619e-7,-1.3840909130565657e-7
H2,5,24,-6.074110430016354e-7,-6.074102050180917e-7,-0.360798462530358
H2,5,26,-6.084226001064276e-6,-6.074105000543159e-7,-8.514795106118502e-9
H2,5,27,-6.266972404907281e-7,-8.680736202830189e-7,-3.1404440683573376e-7
H2,5,29,-6.416409916152984e-7,-8.945867681978103e-7,-17.160095458303346
H2,5,30,-6.074103158335335e-7,-8.025359751728236e-7,-5.725021572851919e-9
H2,5,4,-6.074101816415579e-7,-204.20556709336097,-1.198633849219787e-8
H2,5,7,-6.0979856911697e-7,-3.2079169546227605e-5,-6.6882069544298225e-9
H2,5,8,-6.074102001993416e-7,-164.16455480767289,-0.5435572476503854
H2,6,11,-6.129062232332313e-7,-7.878926477928828e-7,-8.146512906389658e-9
H2,6,12,-8.749314185294271e-7,-6.074105913765361e-7,-8.404972527801254e-8
H2,6,13,-7.41424670707808e-7,-6.074420434577947e-7,-2.7183429478772516e-8
H2,6,19,-6.194655790899129e-7,-6.339544669694121e-6,-1.0181496569637971e-8
H2,6,1,-4.199902154365899e-6,-6.074102557442166e-7,-7.0019392917862695e-9
H2,6,22,-6.074102700404404e-7,-6.074102647432065e-7,-8.828790603227575e-9
H2,6,23,-6.712879828312083e-7,-8.32490312298007e-7,-1.4207950722012732e-7
H2,6,24,-6.074111341022244e-7,-6.074102535313973e-7,-0.2914248283848433
H2,6,26,-4.626940574948466e-6,-6.074108944997853e-7,-7.233511689827348e-9
H2,6,27,-6.23411956319259e-7,-8.905271629832353e-7,-11.43999495771587
H2,6,29,-1.6223961308850953e-6,-6.07410368609407e-7,-6.675011050459279e-8
H2,6,30,-6.074102050350781e-7,-156.15603663831396,-6.262124943974644e-9
H2,6,4,-6.074103213577316e-7,-72.07254387695308,-1.3069551042405708e-8
H2,6,7,-6.091624287260772e-7,-3.861913982814428e-5,-9.078295144880401e-9
H2,6,8,-6.074130280871035e-7,-6.074105849488384e-7,-0.28065921002871624
H2,7,11,-6.121765212824869e-7,-7.340218926360948e-6,-9.1465193691794e-9
H2,7,12,-9.321179870599387e-7,-6.074103232057085e-7,-2.3731825200074493e-8
H2,7,13,-100.26284751377766,-6.074101586798194e-7,-1.1809101827474684e-8
H2,7,19,-6.136821437370507e-7,-9.758878949622405e-6,-1.2281144890665595e-8
H2,7,1,-6.074109477026616e-7,-6.074103859985563e-7,-7.001937334416875e-9
H2,7,22,-1.0922740021861686e-6,-6.074101733342602e-7,-6.474298125391096e-9
H2,7,23,-6.538252032508366e-7,-8.271891727743376e-7,-1.5899142335744028e-7
H2,7,24,-6.074115299844226e-7,-6.074103550798666e-7,-0.25171773758008725
H2,7,26,-4.8086752244430754e-6,-6.074105263910147e-7,-5.634633465804768e-9
H2,7,27,-9.153692736347864e-7,-6.074103925999127e-7,-9.027646526277617e-8
H2,7,29,-6.074107551261093e-7,-6.074103211764107e-7,-6.67499515348026e-8
H2,7,30,-6.074102349236979e-7,-120.12081037262946,-6.749192382171616e-9
H2,7,4,-3.848875811040154e-6,-6.074102457814016e-7,-8.746780893710698e-9
H2,7,7,-6.098155561179076e-7,-3.217174088957262e-5,-1.2166165204736699e-8
H2,7,8,-6.074128034521329e-7,-6.07410799387389e-7,-0.21477422424591666
H2,8,11,-6.118631841010547e-7,-7.508891671207258e-6,-1.054556353533906e-8
H2,8,12,-6.07411007947077e-7,-8.161845877056691e-7,-2.495377741760737e-8
H2,8,13,-6.074111203369311e-7,-6.074102449764661e-7,-1.1809096516294878e-8
H2,8,19,-6.161744192932875e-7,-8.453441924679761e-6,-1.4258170421502364e-8
H2,8,1,-6.928736037309706e-7,-6.074102457814812e-7,-6.74054226820348e-9
H2,8,22,-8.783707958378875e-7,-6.074102558031345e-7,-5.974275088120943e-9
H2,8,23,-6.424218238733503e-7,-8.151109390777585e-7,-1.9544752971927476e-7
H2,8,24,-6.074108512660615e-7,-6.074102567116011e-7,-0.22524172286453106
H2,8,26,-6.074167637610814e-7,-6.074663188150114e-7,-5.634654139238597e-9
H2,8,27,-8.46849431223883e-7,-6.074103310443699e-7,-4.361959017499278e-8
H2,8,29,-1.7037080931346036e-6,-6.074104061631684e-7,-3.51317538169236e-8
H2,8,30,-6.074101917631239e-7,-180.18003112008722,-7.640623038758922e-9
H2,8,4,-6.074102349885823e-7,-120.12086212414498,-9.72730014422681e-9
H2,8,7,-6.130129755930468e-7,-1.8122040600715037e-5,-1.4018998734069676e-8
H2,8,8,-1.573706542221783e-6,-6.074104617160122e-7,-3.6271063307982064e-8
H2,9,11,-6.105945442807671e-7,-8.384259750376583e-6,-1.3552595201657212e-8
H2,9,12,-6.074102427099737e-7,-8.196802485723235e-7,-3.7956815206105395e-8
H2,9,13,-100.26247330667354,-6.074101586798889e-7,-7.542968059728244e-9
H2,9,19,-93.59900597091327,-6.074105378954653e-7,-1.0301290538069104e-8
H2,9,1,-7.182020801916057e-7,-6.074103393647186e-7,-6.556861774164843e-9
H2,9,22,-6.074102349575555e-7,-120.12147940864268,-6.416014727133654e-9
H2,9,23,-6.233165083857598e-7,-8.049252503226116e-7,-5.502394270457332e-7
H2,9,24,-6.074112212433986e-7,-6.074103598295005e-7,-0.20599528532168832
