delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,LDES_H2_P,LDES_H2_E
0.75,0.5,4.73E+09,8999.973502,-5.707740282,147.3174265,144.7546881,49.83725163,89.70705293,47.20675856,4,20.00836827,197.1959809,1.79686242,191.186158
