Time,Scenario,Dto,dfix_to,dflex_to
1,11,60.0814046,54.073264139999985,2.960678260798805
1,12,58.534904499999996,52.68141404999999,2.926745225000125
1,13,62.072912,55.86562079999999,3.05881525601524
1,19,56.958769200000006,51.262892279999996,2.8068017506940217
1,1,62.1623601,55.94612409,3.063223197924863
1,22,60.2885826,54.259724339999984,2.9708875592251145
1,23,60.228829399999995,54.205946459999986,3.011441470000051
1,24,62.6608085,56.394727649999986,3.133040424990901
1,26,53.594838700000004,48.235354829999984,2.6797419350014837
1,27,52.6982734,47.42844605999998,2.5968540202417745
1,29,59.6891871,53.72026838999999,2.984459355000094
1,30,54.5488663,49.09397966999998,2.6880472154141173
1,4,54.592711900000005,49.13344070999999,2.6902077001490676
1,7,58.534904499999996,52.68141404999999,2.8844702511314995
1,8,53.925616,48.53305439999998,2.696280800000181
2,11,58.4418122,52.59763097999999,2.8798829915087722
2,12,79.0577439,71.15196950999999,3.8957905141382354
2,13,79.8972885,71.90755964999997,3.937160639728887
2,19,63.7837018,57.40533161999999,3.189185090000006
2,1,64.51529430000001,58.06376486999999,3.1791706509874884
2,22,77.01781009999999,69.31602908999999,3.795266586453463
2,23,72.6425559,65.37830030999999,3.6321277950000748
2,24,62.604527899999994,56.344075109999984,3.0850123216139105
2,26,62.213262300000004,55.99193606999999,3.1106631150000346
2,27,69.63218719999999,62.66896847999996,3.431319928597442
2,29,51.979677599999995,46.78170983999997,2.5614432602154387
2,30,63.349305199999996,57.01437467999998,3.1217131727508507
2,4,64.7112223,58.24010006999999,3.188825507082759
2,7,79.8305777,71.84751992999999,3.9338736166235755
2,8,69.3843527,62.44591742999998,3.4191069274848487
3,11,83.7043812,75.33394307999998,4.040132272868335
3,12,58.5896077,52.730646929999985,2.929480384999096
3,13,76.23625990000001,68.61263391,3.7567540746898462
3,19,83.3360637,75.00245732999997,4.106616596186345
3,1,57.2618521,51.53566688999998,2.8217369877301746
3,22,88.66251120000001,79.79626007999998,4.3306713216573
3,23,67.7359649,60.962368409999996,3.38679824500005
3,24,66.1697097,59.55273872999999,3.2606967785585077
3,26,66.0638967,59.45750702999999,3.3031948349201867
3,27,62.247995,56.02319549999999,3.1123997499997262
3,29,73.4857373,66.13716356999997,3.6212143888942903
3,30,68.0665669,61.259910209999994,3.354169170938341
3,4,82.7166274,74.44496465999997,4.07609175901487
3,7,60.598741700000005,54.53886752999998,2.9861715579571535
3,8,67.4574506,60.71170553999999,3.3241533428123065
4,11,64.0274455,57.62470094999998,3.201372214329277
4,12,80.5755487,72.51799382999998,3.9705845569905067
4,13,60.0840622,54.07565597999998,2.960809486452774
4,19,69.6836241,62.71526168999999,3.433854465790765
4,1,83.638571,75.27471389999998,4.121523202576022
4,22,65.7205972,59.14853747999998,3.2860298260949845
4,23,88.05413399999999,79.24872059999997,4.402706700000116
4,24,67.9534761,61.15812848999999,3.3485966454496436
4,26,63.823729500000006,57.441356549999995,3.145091729089143
4,27,85.13281190000001,76.61953070999998,4.19515639954891
4,29,64.7281173,58.25530556999998,3.236405865000103
4,30,77.7170316,69.94532844,3.829722761924867
4,4,63.8889929,57.500093609999986,3.1483079630678974
4,7,81.2494792,73.12453127999997,4.003794271112136
4,8,62.6870078,56.41830701999999,3.0890766708731703
5,11,82.4535647,74.20820822999998,4.063128992405559
5,12,58.7868724,52.90818515999998,2.8968868168027426
5,13,69.293645,62.364280499999985,3.414637096999932
5,19,86.3465711,77.71191398999999,4.2549679831376555
5,1,58.0332243,52.22990186999998,2.8597486130378615
5,22,89.450827,80.50574429999999,4.407938588940303
5,23,63.3971965,57.05747684999998,3.1698598249945236
5,24,70.8199918,63.737992619999986,3.4898520370987733
5,26,83.638571,75.27471389999998,4.12152301952671
5,27,66.2542684,59.628841559999984,3.2648635527090364
5,29,55.364938900000006,49.82844500999997,2.7682469449967115
5,30,64.1560489,57.74044400999998,3.161467850733112
5,4,78.0924707,70.28322362999998,3.904623535000306
5,7,70.2757996,63.24821963999999,3.463035840043405
5,8,68.7036799,61.83331190999999,3.385565144592132
6,11,63.5212024,57.16908215999999,3.130183975112567
6,12,79.4832634,71.53493705999998,3.916758948080072
6,13,75.1050577,67.59455193,3.7010104671788375
6,19,61.0471322,54.94241897999998,3.0523566099995354
6,1,86.1838364,77.56545275999999,4.202488705776566
6,22,73.4773487,66.12961382999998,3.6208009491215662
6,23,84.67605089999999,76.20844580999997,4.172647714114411
6,24,87.4609221,78.71482988999998,4.3098802404316
6,26,58.0332243,52.22990186999998,2.859748582533679
6,27,91.077976,81.97017839999998,4.488121064396773
6,29,66.5400519,59.886046709999974,3.2789461365654446
6,30,89.9720403,80.97483626999998,4.433623076992935
6,4,57.5899155,51.83092394999997,2.837903460324128
6,7,60.784497800000004,54.70604801999999,2.9953253620700093
6,8,88.05413399999999,79.24872059999997,4.339112231596271
7,11,79.4832634,71.53493705999998,3.9167592609947293
7,12,63.823018399999995,57.440716559999984,3.145056674816628
7,13,85.4352365,76.89171284999998,3.2593611842781223
7,19,82.8714649,74.58431840999998,4.083722316352636
7,1,62.089046999999994,55.880142299999974,3.104452234988756
7,22,67.7134176,60.94207583999999,3.336766896081316
7,23,88.8048639,79.92437750999999,4.376107077243498
7,24,61.6462234,55.481601059999974,3.0377890597100174
7,26,85.6646472,77.09818247999998,4.221363846225567
7,27,69.29123799999999,62.36211419999997,3.4145185476322433
7,29,83.3910065,75.05190584999998,4.109324133118041
7,30,63.4071419,57.06642770999998,3.1703570949988182
7,4,76.4619303,68.81573726999999,3.767874277399324
7,7,67.20119340000001,60.48107406,3.360059670000001
7,8,63.3971965,57.05747684999998,3.1240730899963385
8,11,58.8241413,52.941727169999986,2.941207064999166
8,12,50.559032699999996,45.50312942999997,2.491437021589915
8,13,61.069342000000006,54.96240779999999,3.0093615737922597
8,19,65.574483,59.01703469999998,3.2787240635409653
8,1,86.056608,77.45094719999997,4.240678795546922
8,22,88.0258349,79.22325140999999,4.337717942891408
8,23,62.5267139,56.27404250999998,3.1263356949997854
8,24,86.8780845,78.19027604999998,4.281159169954042
8,26,60.2771634,54.24944705999998,2.9703250445899196
8,27,90.0836331,81.07526978999998,4.439121762186905
8,29,57.6794472,51.911502479999974,2.8423151552042887
8,30,86.9031043,78.21279386999997,4.282392330514325
8,4,58.3053069,52.47477620999998,2.915265344980853
8,7,84.9651033,76.46859296999997,4.186892127286589
8,8,86.8780845,78.19027604999998,3.5650910596553644
9,11,63.933119000000005,57.53980709999999,3.1966559499999265
9,12,69.314852,62.3833668,3.415682259032626
