Y,T,year,PV,Wind_Onshore,Wind_Offshore
8,1,1987.0,0.0,0.30073333333333335,0.26975
8,2,1987.0,0.008578947368421052,0.5017315789473684,0.6340947368421052
8,3,1987.0,0.0091,0.35524000000000006,0.45005999999999996
8,4,1987.0,0.03461538461538462,0.21231538461538466,0.5846230769230769
8,5,1987.0,0.0,0.10775714285714286,0.30522857142857146
8,6,1987.0,0.06413333333333333,0.169,0.23388666666666671
8,7,1987.0,0.0,0.5939,0.5314888888888889
8,8,1987.0,0.014357142857142857,0.6575571428571428,0.84575
8,9,1987.0,0.0,0.62313,0.7685900000000001
8,10,1987.0,0.046125,0.7088968750000001,0.8794062499999997
8,11,1987.0,0.003833333333333333,0.3619833333333333,0.7004166666666666
8,12,1987.0,0.006,0.18900000000000003,0.353923076923077
8,13,1987.0,0.03971875,0.12280937499999998,0.18492031250000002
8,14,1987.0,0.0,0.20532,0.43862000000000007
8,15,1987.0,0.0326875,0.32189375000000003,0.65715625
8,16,1987.0,0.0,0.28638749999999996,0.56545
8,17,1987.0,0.0430625,0.23889375,0.46562500000000007
8,18,1987.0,0.0,0.288975,0.372675
8,19,1987.0,0.036333333333333336,0.4086933333333334,0.3610133333333333
8,20,1987.0,0.0,0.38066666666666665,0.5082111111111112
8,21,1987.0,0.022285714285714287,0.44894285714285725,0.6367499999999999
8,22,1987.0,8.333333333333333e-05,0.45212500000000005,0.7723333333333334
8,23,1987.0,0.041,0.5817666666666664,0.8933333333333334
8,24,1987.0,0.006461538461538461,0.3960615384615385,0.804646153846154
8,25,1987.0,0.034666666666666665,0.28059047619047617,0.681852380952381
8,26,1987.0,0.05646666666666667,0.24145999999999998,0.45703999999999995
8,27,1987.0,0.0,0.3210444444444444,0.27330000000000004
8,28,1987.0,0.0226875,0.291775,0.16811250000000003
8,29,1987.0,0.0,0.26392499999999997,0.200325
8,30,1987.0,0.0399375,0.37102500000000005,0.24714375000000002
8,31,1987.0,0.0,0.37226250000000005,0.193925
8,32,1987.0,0.0325,0.4311000000000001,0.24080000000000001
8,33,1987.0,0.0,0.33264999999999995,0.278375
8,34,1987.0,0.0402,0.17901333333333333,0.15808
8,35,1987.0,0.011052631578947371,0.17281929824561404,0.08930877192982459
8,36,1987.0,0.05485714285714286,0.14232142857142857,0.18635
8,37,1987.0,0.0,0.11892999999999998,0.27834000000000003
8,38,1987.0,0.052000000000000005,0.0804,0.10782
8,39,1987.0,0.0,0.13443333333333332,0.09032222222222222
8,40,1987.0,0.030375000000000003,0.15831875,0.20709375000000002
8,41,1987.0,0.0,0.13107500000000002,0.162325
8,42,1987.0,0.0713125,0.06133125,0.1301875
8,43,1987.0,0.0,0.073575,0.0415625
8,44,1987.0,0.07992857142857143,0.11527142857142858,0.07852142857142856
8,45,1987.0,0.0025,0.15306666666666666,0.20590833333333328
8,46,1987.0,0.26066666666666666,0.14401666666666665,0.23255
8,47,1987.0,0.038775000000000004,0.09999000000000002,0.1903375
8,48,1987.0,0.2422222222222222,0.13804444444444444,0.21033333333333334
8,49,1987.0,0.006999999999999999,0.11130000000000001,0.16862941176470586
8,50,1987.0,0.35014285714285714,0.07017142857142857,0.06667142857142858
8,51,1987.0,0.0006,0.13255333333333333,0.13422666666666666
8,52,1987.0,0.15312499999999998,0.190125,0.30183750000000004
8,53,1987.0,0.0023125,0.40006250000000004,0.5348062499999999
8,54,1987.0,0.02206666666666667,0.24268,0.3016133333333333
8,55,1987.0,0.0,0.2656222222222222,0.19587777777777776
8,56,1987.0,0.04693333333333334,0.1731,0.11372666666666667
8,57,1987.0,0.0012727272727272728,0.2667818181818182,0.07402727272727273
8,58,1987.0,0.05163636363636363,0.4248090909090909,0.2494272727272727
8,59,1987.0,0.017923076923076924,0.5997846153846155,0.6898384615384615
8,60,1987.0,0.0033636363636363634,0.8240818181818181,0.9035818181818183
8,61,1987.0,0.16566666666666666,0.7173000000000002,0.8655833333333334
8,62,1987.0,0.006857142857142858,0.46004285714285714,0.6249714285714285
8,63,1987.0,0.0,0.2414111111111111,0.48461111111111105
8,64,1987.0,0.09480000000000001,0.09939,0.13174000000000002
8,65,1987.0,0.0,0.32774000000000003,0.38021999999999995
8,66,1987.0,0.0,0.3758,0.5912000000000001
8,67,1987.0,0.057466666666666666,0.35200666666666663,0.49906666666666666
8,68,1987.0,0.0,0.20483333333333337,0.20943333333333333
8,69,1987.0,0.0161,0.25891000000000003,0.5700899999999999
8,70,1987.0,0.0,0.46540000000000004,0.87975
8,71,1987.0,0.166125,0.642475,0.87455
8,72,1987.0,0.012666666666666668,0.47279999999999994,0.64935
8,73,1987.0,0.0,0.26682,0.36908
8,74,1987.0,0.04270909090909091,0.06450727272727275,0.07341090909090908
8,75,1987.0,0.10430769230769231,0.08352307692307691,0.10017692307692308
8,76,1987.0,0.00781818181818182,0.09185454545454547,0.15327272727272725
8,77,1987.0,0.2912857142857143,0.0589,0.1988857142857143
8,78,1987.0,0.01023529411764706,0.05967647058823529,0.24107647058823525
8,79,1987.0,0.3177142857142857,0.0438,0.2301285714285714
8,80,1987.0,0.008235294117647058,0.10521176470588234,0.25939411764705883
8,81,1987.0,0.24742857142857147,0.1381857142857143,0.20622857142857146
8,82,1987.0,0.055666666666666656,0.17770999999999998,0.3621966666666666
8,83,1987.0,0.0010999999999999998,0.11855,0.30285999999999996
8,84,1987.0,0.29714285714285715,0.10515714285714285,0.27637142857142855
8,85,1987.0,0.011705882352941177,0.13611176470588235,0.2863
8,86,1987.0,0.216875,0.12220000000000002,0.14646250000000002
8,87,1987.0,0.010058823529411764,0.1118529411764706,0.29701176470588236
8,88,1987.0,0.332,0.12365714285714284,0.4354571428571429
8,89,1987.0,0.003266666666666667,0.14230666666666666,0.5049733333333334
8,90,1987.0,0.2716666666666667,0.13394444444444448,0.4035555555555555
8,91,1987.0,0.008176470588235294,0.18452941176470591,0.32449999999999996
8,92,1987.0,0.25214285714285717,0.16422857142857142,0.3054571428571428
8,93,1987.0,0.07187755102040817,0.1100183673469388,0.16993061224489794
8,94,1987.0,0.0021333333333333334,0.14762,0.31299333333333335
8,95,1987.0,0.3077142857142857,0.27655714285714283,0.40197142857142865
8,96,1987.0,0.0335,0.3068136363636363,0.2901727272727273
8,97,1987.0,0.0164,0.54743,0.6602600000000001
8,98,1987.0,0.0,0.33522499999999994,0.6541625000000001
8,99,1987.0,0.05473333333333333,0.27578,0.5267466666666666
8,100,1987.0,0.0,0.2654888888888889,0.3970555555555555
8,101,1987.0,0.2057142857142857,0.2830571428571429,0.3749571428571429
8,102,1987.0,0.042875,0.09490000000000001,0.17175
8,103,1987.0,0.0,0.23576666666666668,0.23028888888888888
8,104,1987.0,0.043000000000000003,0.3837933333333334,0.5506666666666667
8,105,1987.0,0.0,0.553088888888889,0.7256
8,106,1987.0,0.2993333333333334,0.6724999999999999,0.9389333333333334
8,107,1987.0,0.013833333333333335,0.3487166666666666,0.82455
8,108,1987.0,0.0,0.10826666666666665,0.5062222222222222
8,109,1987.0,0.319,0.193825,0.35414999999999996
8,110,1987.0,0.02453846153846154,0.4459384615384615,0.4243538461538462
8,111,1987.0,0.14300000000000002,0.23720909090909092,0.22024545454545458
8,112,1987.0,0.022789473684210526,0.11437368421052631,0.0823578947368421
8,113,1987.0,0.07233333333333335,0.35015,0.292375
8,114,1987.0,0.0,0.5328333333333333,0.4919888888888889
8,115,1987.0,0.04066666666666666,0.4844133333333333,0.5682133333333333
8,116,1987.0,0.0003333333333333333,0.6292888888888889,0.7591333333333334
8,117,1987.0,0.049823529411764704,0.7425705882352941,0.7825235294117647
8,118,1987.0,0.019666666666666666,0.4049666666666667,0.46257777777777775
8,119,1987.0,0.30428571428571427,0.3457142857142857,0.39871428571428574
8,120,1987.0,0.009625000000000002,0.31857500000000005,0.501125
8,121,1987.0,0.36357142857142855,0.4894,0.6598285714285714
8,122,1987.0,0.026117647058823534,0.3845588235294118,0.5948058823529412
8,123,1987.0,0.45112499999999994,0.32361249999999997,0.4678125000000001
8,124,1987.0,0.017374999999999998,0.21227500000000005,0.42562500000000003
8,125,1987.0,0.487,0.14031249999999998,0.32876250000000007
8,126,1987.0,0.019,0.0824125,0.22023749999999997
8,127,1987.0,0.43050000000000005,0.04832499999999999,0.0679625
8,128,1987.0,0.057999999999999996,0.06096250000000001,0.0724375
8,129,1987.0,0.005066666666666666,0.2609666666666667,0.23762666666666662
8,130,1987.0,0.17113333333333333,0.23262666666666668,0.1376
8,131,1987.0,0.00011111111111111112,0.4733222222222222,0.38137777777777776
8,132,1987.0,0.2627777777777778,0.5187111111111111,0.6175111111111111
8,133,1987.0,0.007733333333333333,0.2554266666666667,0.5220466666666667
8,134,1987.0,0.14138461538461536,0.2520230769230769,0.33053846153846156
8,135,1987.0,0.014692307692307692,0.5101230769230768,0.5978923076923076
8,136,1987.0,0.30614285714285716,0.7258428571428571,0.7296285714285714
8,137,1987.0,0.02611764705882353,0.7292058823529413,0.792
8,138,1987.0,0.326375,0.5378125,0.5825374999999999
8,139,1987.0,0.008466666666666667,0.25157333333333337,0.21676
8,140,1987.0,0.246125,0.4112,0.3246
8,141,1987.0,0.007666666666666667,0.4961466666666665,0.5555133333333334
8,142,1987.0,0.2811111111111111,0.2869111111111111,0.3672
8,143,1987.0,0.013625,0.1037375,0.1762
8,144,1987.0,0.36014285714285715,0.15972857142857141,0.12244285714285714
8,145,1987.0,0.030333333333333337,0.18617222222222227,0.1794
8,146,1987.0,0.12414285714285715,0.22806428571428575,0.3801285714285714
8,147,1987.0,0.00025,0.0990625,0.254475
8,148,1987.0,0.12356249999999999,0.09589375,0.33669999999999994
8,149,1987.0,0.047171428571428566,0.21656857142857147,0.31646571428571435
8,150,1987.0,0.38916666666666666,0.5233500000000001,0.6402666666666667
8,151,1987.0,0.0188,0.4138533333333333,0.5065
8,152,1987.0,0.06970588235294117,0.5746941176470587,0.8876235294117649
8,153,1987.0,0.0015384615384615385,0.8653000000000001,0.9710153846153846
8,154,1987.0,0.20027272727272727,0.7708363636363637,0.8741363636363636
8,155,1987.0,0.016266666666666665,0.5528466666666668,0.6308266666666665
8,156,1987.0,0.368625,0.4704375,0.619075
8,157,1987.0,0.028470588235294116,0.3264941176470587,0.41431176470588227
8,158,1987.0,0.3486666666666667,0.2277,0.2329
8,159,1987.0,0.0545,0.2182833333333333,0.12923333333333334
8,160,1987.0,0.0,0.41125555555555554,0.2634222222222223
8,161,1987.0,0.159,0.4999888888888889,0.4094111111111111
8,162,1987.0,0.04406451612903226,0.15008709677419355,0.38757741935483864
8,163,1987.0,0.0108,0.05475,0.16681000000000004
8,164,1987.0,0.2837,0.09861,0.09061
8,165,1987.0,0.002230769230769231,0.26206153846153846,0.446176923076923
8,166,1987.0,0.24433333333333337,0.5389555555555555,0.6907888888888889
8,167,1987.0,0.0138125,0.5329125,0.7442937499999999
8,168,1987.0,0.11014285714285713,0.6377214285714284,0.6701714285714286
8,169,1987.0,0.009600000000000001,0.4848699999999999,0.38729
8,170,1987.0,0.3131111111111111,0.40131111111111106,0.17072222222222222
8,171,1987.0,0.025437500000000002,0.22243125,0.206425
8,172,1987.0,0.34414285714285714,0.2429714285714286,0.32462857142857143
8,173,1987.0,0.050649999999999994,0.17993499999999998,0.31107999999999997
8,174,1987.0,0.2922857142857143,0.2230285714285714,0.4335571428571429
8,175,1987.0,0.03972222222222223,0.14931111111111114,0.3117444444444445
8,176,1987.0,0.3241428571428572,0.24368571428571428,0.2796285714285714
8,177,1987.0,0.024125,0.24805625,0.3716875
8,178,1987.0,0.3865714285714285,0.29351428571428567,0.3117285714285714
8,179,1987.0,0.0355,0.34711250000000005,0.7263249999999999
8,180,1987.0,0.0502,0.57807,0.8183499999999999
8,181,1987.0,0.4119999999999999,0.5742,0.8752375000000001
8,182,1987.0,0.029,0.21228666666666665,0.5892933333333334
8,183,1987.0,0.5065,0.1262625,0.40470000000000006
8,184,1987.0,0.023866666666666665,0.23870666666666668,0.2253133333333333
8,185,1987.0,0.2467777777777778,0.27203333333333335,0.2947333333333334
8,186,1987.0,0.028529411764705883,0.09111176470588234,0.15005882352941177
8,187,1987.0,0.34975,0.246,0.06185
8,188,1987.0,0.0239375,0.31576875,0.16575
8,189,1987.0,0.4102857142857142,0.2633,0.17055714285714285
8,190,1987.0,0.0341875,0.1652,0.109125
8,191,1987.0,0.473875,0.08516249999999999,0.020337499999999998
8,192,1987.0,0.040375,0.06099374999999999,0.13749375000000003
8,193,1987.0,0.536375,0.130975,0.163925
