Y,T,value
8,1,0.5253938175
8,2,0.599071681368421
8,3,0.5384817932
8,4,0.7138342199230769
8,5,0.5579718205714285
8,6,0.8302232556666668
8,7,0.6121614466666666
8,8,0.8586349388571428
8,9,0.6389206362
8,10,0.7687970935624999
8,11,0.8612597186666667
8,12,0.6062001103076923
8,13,0.693482469015625
8,14,0.5721413612
8,15,0.8170417126250001
8,16,0.58404732775
8,17,0.8116430984375
8,18,0.5877731629999999
8,19,0.8257437539333333
8,20,0.6121575386666667
8,21,0.8301483934999999
8,22,0.6294607518333333
8,23,0.7729446039166666
8,24,0.6098429237692307
8,25,0.7075779955238095
8,26,0.8736196728666664
8,27,0.6556649373333333
8,28,0.8772068058749999
8,29,0.612029558625
8,30,0.848766264375
8,31,0.58931625225
8,32,0.8337079555625
8,33,0.6056307940000001
8,34,0.8414870743999999
8,35,0.6548619889824561
8,36,0.8444362568571427
8,37,0.6362389142
8,38,0.8622069672000001
8,39,0.6192853507777777
8,40,0.8199487433125001
8,41,0.5971547938749999
8,42,0.8291962881875001
8,43,0.6134033914999999
8,44,0.837622045
8,45,0.62232414725
8,46,0.736871779
8,47,0.6838825636500001
8,48,0.8612440873333334
8,49,0.7609838303529413
8,50,0.8892869585714287
8,51,0.7693906627333332
8,52,0.87141362675
8,53,0.783250915875
8,54,0.9040816905333334
8,55,0.6946490670000001
8,56,0.8866771679333333
8,57,0.6767961430909091
8,58,0.8494318989999999
8,59,0.7320543736923076
8,60,0.6752230792727273
8,61,0.8826109151666666
8,62,0.8956954579999999
8,63,0.6677634604444445
8,64,0.8729778179999998
8,65,0.9253795457999999
8,66,0.7024509727777777
8,67,0.926557745
8,68,0.7080684235555555
8,69,0.8605425411000001
8,70,0.67042075875
8,71,0.89266077825
8,72,0.9146802076666667
8,73,0.7290985952
8,74,0.7277202460727275
8,75,0.8849693428461538
8,76,0.6724622244545454
8,77,0.8594501318571428
8,78,0.7352775724117646
8,79,0.8323641114285716
8,80,0.7258819769411764
8,81,0.8188738562857143
8,82,0.7559709153666667
8,83,0.5851789268
8,84,0.6984814941428572
8,85,0.6532670474117646
8,86,0.682095041875
8,87,0.6885819906470586
8,88,0.8498888820000001
8,89,0.7243119412000001
8,90,0.8047256965555555
8,91,0.7113184418235294
8,92,0.8259078811428572
8,93,0.7205213195102042
8,94,0.6420982570000001
8,95,0.6742015471428571
8,96,0.6212145565454547
8,97,0.6985252054
8,98,0.5607559125
8,99,0.8057378146
8,100,0.5908522585555556
8,101,0.7698065075714285
8,102,0.8046980978749999
8,103,0.5823430422222223
8,104,0.7805138008666667
8,105,0.588818253
8,106,0.7543992016666665
8,107,0.8003802323333332
8,108,0.5889960575555555
8,109,0.7674793129999999
8,110,0.6942309333076924
8,111,0.6320949144545455
8,112,0.6096569634210528
8,113,0.7332697719166665
8,114,0.595090258888889
8,115,0.8186839376666666
8,116,0.6225268641111111
8,117,0.7989789441176471
8,118,0.6400552633333334
8,119,0.817145496
8,120,0.7139284014999999
8,121,0.7990052477142857
8,122,0.7019590510000002
8,123,0.789113336
8,124,0.6589520006875
8,125,0.677571284625
8,126,0.6020720169375
8,127,0.6279814085
8,128,0.664863879
8,129,0.6680643602666669
8,130,0.7890566243333335
8,131,0.5885486154444444
8,132,0.7731859099999999
8,133,0.6796529164
8,134,0.7862373327692308
8,135,0.6408873225384616
8,136,0.77233122
8,137,0.641583325117647
8,138,0.6715681841249999
8,139,0.5996760521333333
8,140,0.638936902375
8,141,0.6200993438
8,142,0.765344926111111
8,143,0.6743631098125
8,144,0.7625162434285714
8,145,0.6725661363333333
8,146,0.7572319318571428
8,147,0.56294964925
8,148,0.7479005440000001
