Y,T,Load
12,1,0.581786793
12,2,0.59753054
12,3,0.567563003
12,4,0.546377437
12,5,0.515377831
12,6,0.500853803
12,7,0.512600627
12,8,0.516297311
12,9,0.506351917
12,10,0.547822334
12,11,0.607813702
12,12,0.652080089
12,13,0.68923458
12,14,0.698767146
12,15,0.697997786
12,16,0.704790678
12,17,0.747518343
12,18,0.782477341
12,19,0.761179186
12,20,0.728096677
12,21,0.696252651
12,22,0.648083166
12,23,0.605674504
12,24,0.554352517
12,25,0.54221163
12,26,0.545345368
12,27,0.533617309
12,28,0.527443658
12,29,0.51104314
12,30,0.510705372
12,31,0.527969075
12,32,0.579009589
12,33,0.631288585
12,34,0.695201816
12,35,0.731793361
12,36,0.75237845
12,37,0.758533336
12,38,0.751102438
12,39,0.745191496
12,40,0.743915483
12,41,0.802161716
12,42,0.885928206
12,43,0.867594903
12,44,0.829914995
12,45,0.775553095
12,46,0.724700231
12,47,0.662832373
12,48,0.605317971
12,49,0.581955677
12,50,0.589761873
12,51,0.571822634
12,52,0.5538271
12,53,0.532397591
12,54,0.530689985
12,55,0.543393819
12,56,0.559325214
12,57,0.610722261
12,58,0.682648102
12,59,0.736109287
12,60,0.761967312
12,61,0.775890863
12,62,0.767221482
12,63,0.753579404
12,64,0.745003847
12,65,0.789307763
12,66,0.861008425
12,67,0.85400912
12,68,0.813495712
12,69,0.761291775
12,70,0.711771218
12,71,0.659154454
12,72,0.608958361
12,73,0.583888461
12,74,0.586027659
12,75,0.560695052
12,76,0.551500253
12,77,0.534048901
12,78,0.529939389
12,79,0.544444653
12,80,0.565123567
12,81,0.574862547
12,82,0.649190295
12,83,0.720196656
12,84,0.762642848
12,85,0.785817493
12,86,0.785442195
12,87,0.776754049
12,88,0.782758815
12,89,0.837796251
12,90,0.891144846
12,91,0.877146235
12,92,0.839954214
12,93,0.79347357
12,94,0.736728528
12,95,0.668893434
12,96,0.602428177
12,97,0.587191083
12,98,0.587941679
12,99,0.576551388
12,100,0.57084686
12,101,0.558424499
12,102,0.564335441
12,103,0.624739637
12,104,0.750633315
12,105,0.819706892
12,106,0.852282749
12,107,0.866863073
12,108,0.881049333
12,109,0.890225366
12,110,0.884239365
12,111,0.882081402
12,112,0.878797546
12,113,0.926854441
12,114,0.955658554
12,115,0.94747706
12,116,0.924977951
12,117,0.866731718
12,118,0.79155955
12,119,0.709819669
12,120,0.624458164
12,121,0.610497082
12,122,0.612298512
12,123,0.602371883
12,124,0.590793943
12,125,0.574862547
12,126,0.582668743
12,127,0.640389559
12,128,0.774314612
12,129,0.836388884
12,130,0.854140474
12,131,0.861852846
12,132,0.86463005
12,133,0.870184459
12,134,0.865812238
12,135,0.855435252
12,136,0.844701732
12,137,0.896061249
12,138,0.9519994
12,139,0.947364471
12,140,0.928355632
12,141,0.878947665
12,142,0.801523709
12,143,0.713891651
12,144,0.632076711
12,145,0.618659811
12,146,0.626466007
12,147,0.61263628
12,148,0.602634591
12,149,0.583907226
12,150,0.589217692
12,151,0.647914282
12,152,0.788200634
12,153,0.841755644
12,154,0.862284438
12,155,0.875513689
12,156,0.884689722
12,157,0.891689028
12,158,0.886641272
12,159,0.883432475
12,160,0.877559063
12,161,0.947251881
12,162,0.983355538
12,163,0.965847892
12,164,0.925465839
12,165,0.87087876
12,166,0.794149106
12,167,0.711058152
12,168,0.629562215
12,169,0.605205382
12,170,0.617496388
12,171,0.601039575
12,172,0.589086337
12,173,0.56988985
12,174,0.581017433
12,175,0.642209754
12,176,0.780075435
12,177,0.8415117
12,178,0.859113171
12,179,0.867107016
12,180,0.873224372
12,181,0.880261207
12,182,0.864498696
12,183,0.854759716
12,184,0.842299825
12,185,0.894466233
12,186,0.95372577
12,187,0.950854741
12,188,0.92248222
12,189,0.863222683
12,190,0.787862866
12,191,0.706029161
12,192,0.63130735
12,193,0.621099248
12,194,0.629186917
12,195,0.614456475
12,196,0.600270214
12,197,0.580811019
12,198,0.589030043
12,199,0.642322343
12,200,0.778349065
12,201,0.835657053
12,202,0.845433563
12,203,0.848023118
12,204,0.849618134
12,205,0.846822165
12,206,0.842412415
12,207,0.838959674
12,208,0.833874388
12,209,0.893002571
12,210,0.932915502
12,211,0.91722805
12,212,0.873299431
12,213,0.815222083
12,214,0.749488657
12,215,0.681334559
12,216,0.62428928
12,217,0.594734571
12,218,0.607400874
12,219,0.587997973
12,220,0.574599839
12,221,0.553508097
12,222,0.552044435
12,223,0.573849243
12,224,0.593589912
12,225,0.642491227
12,226,0.705147211
12,227,0.742996003
12,228,0.764556867
12,229,0.768666379
12,230,0.755643542
12,231,0.741325927
12,232,0.73547128
12,233,0.776979227
12,234,0.860877071
12,235,0.86202173
12,236,0.818543469
12,237,0.761835957
12,238,0.717869809
12,239,0.666416468
12,240,0.617721566
12,241,0.591863542
12,242,0.587284907
12,243,0.571278452
12,244,0.568369894
12,245,0.549004522
12,246,0.542905932
12,247,0.557824023
12,248,0.566605994
12,249,0.592707962
12,250,0.661612655
12,251,0.724306168
12,252,0.750483196
12,253,0.771800116
12,254,0.776284926
12,255,0.77285095
12,256,0.782045749
12,257,0.833611679
12,258,0.886772626
12,259,0.869321274
12,260,0.82640596
12,261,0.783415586
12,262,0.721528964
12,263,0.654838528
12,264,0.588129328
12,265,0.57264829
12,266,0.582518624
12,267,0.572310521
12,268,0.560338519
12,269,0.548366516
12,270,0.55566606
12,271,0.63230189
12,272,0.732881725
12,273,0.833011203
12,274,0.845320974
12,275,0.861308664
12,276,0.873336961
12,277,0.878159539
12,278,0.872342422
12,279,0.866131242
12,280,0.858719108
12,281,0.916402394
12,282,0.967048845
12,283,0.952956409
12,284,0.911748701
12,285,0.85305211
12,286,0.777504644
12,287,0.692293258
12,288,0.613499465
12,289,0.60293483
12,290,0.608620593
12,291,0.588711039
12,292,0.582687508
12,293,0.56996491
12,294,0.571334747
12,295,0.643560826
