Y,T,year,PV,Wind
2,1,2010.0,0.0006666666666666666,0.24666666666666665
2,2,2010.0,0.139,0.22478000000000004
2,3,2010.0,0.014285714285714287,0.2687428571428571
2,4,2010.0,0.0,0.30148
2,5,2010.0,0.015666666666666666,0.2971333333333333
2,6,2010.0,0.1206,0.31392000000000003
2,7,2010.0,0.0018571428571428571,0.2572857142857143
2,8,2010.0,0.0,0.19654444444444447
2,9,2010.0,0.025000000000000005,0.14796666666666666
2,10,2010.0,0.17579999999999998,0.092
2,11,2010.0,0.003,0.13145714285714286
2,12,2010.0,0.0,0.13347777777777775
2,13,2010.0,0.024000000000000004,0.1465
2,14,2010.0,0.1558,0.13288
2,15,2010.0,0.002875,0.21869999999999998
2,16,2010.0,0.0,0.2289
2,17,2010.0,0.04733333333333334,0.24991111111111108
2,18,2010.0,0.0,0.4211333333333333
2,19,2010.0,0.0025,0.38934166666666675
2,20,2010.0,0.04690909090909091,0.23962727272727277
2,21,2010.0,0.005153846153846154,0.1870230769230769
2,22,2010.0,0.1508,0.0934
2,23,2010.0,0.0029999999999999996,0.10110000000000001
2,24,2010.0,0.0,0.09402
2,25,2010.0,0.02666666666666667,0.12203333333333333
2,26,2010.0,0.197,0.12708
2,27,2010.0,0.004833333333333334,0.17465
2,28,2010.0,0.0,0.15460000000000002
2,29,2010.0,0.10024999999999999,0.18860000000000002
2,30,2010.0,0.0029999999999999996,0.2792
2,31,2010.0,0.0,0.38181
2,32,2010.0,0.09642857142857143,0.4743857142857143
2,33,2010.0,0.009333333333333332,0.5227444444444445
2,34,2010.0,0.0,0.43465
2,35,2010.0,0.06485714285714285,0.3874
2,36,2010.0,0.007222222222222223,0.3052555555555556
2,37,2010.0,0.0,0.3351875
2,38,2010.0,0.03880000000000001,0.5906066666666666
2,39,2010.0,9.090909090909092e-05,0.5054909090909091
2,40,2010.0,0.05,0.34087999999999996
2,41,2010.0,0.004999999999999999,0.23941428571428572
2,42,2010.0,0.00016666666666666666,0.14030833333333334
2,43,2010.0,0.048,0.10347142857142856
2,44,2010.0,0.0,0.19548000000000001
2,45,2010.0,0.0,0.31697142857142857
2,46,2010.0,0.0,0.4769666666666666
2,47,2010.0,0.015642857142857142,0.5517142857142857
2,48,2010.0,0.0,0.7043999999999999
2,49,2010.0,0.0,0.8374
2,50,2010.0,0.006500000000000001,0.7187749999999999
2,51,2010.0,0.039999999999999994,0.47109999999999996
2,52,2010.0,0.008111111111111112,0.27059999999999995
2,53,2010.0,0.0,0.315
2,54,2010.0,0.021666666666666667,0.3155333333333334
2,55,2010.0,0.1512,0.24356
2,56,2010.0,0.003857142857142857,0.3365142857142857
2,57,2010.0,0.0,0.3732222222222223
2,58,2010.0,0.06999999999999999,0.1958
