delta,psi,objective,Price_max,Price_min,Price_avg,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
0.5,0.5,4.721086455827948e9,9000.001542597305,-2.9878991395275722,153.4253462894102,133.2720813393559,51.22078416965059,92.19741150539285,48.154348352055464,3.9999999999983276,25.59751949455047,102.39007797811134,3.999999999996463,4.017963722190113,364.14278984174706,90.62869030665613
