T,O,price_model,price
210,4,129.9093696,-129.9093696
210,5,130.0210479,-130.0210479
210,6,129.9592365,-129.9592365
210,7,0.015830755,-0.015830755
210,8,0.02751345,0.02751345
210,9,0.002603726,0.002603726
211,10,129.9746736,129.9746736
211,11,130.0008273,130.0008273
211,12,0.034952989,0.034952989
211,13,1.084501606,1.084501606
211,14,0.131996942,0.131996942
211,15,129.9891237,129.9891237
211,16,130.0814363,130.0814363
211,17,129.9970985,129.9970985
211,18,0.006049571,0.006049571
211,19,0.036986111,0.036986111
211,1,129.9039784,-129.9039784
211,20,130.0018876,130.0018876
211,21,130.0154976,130.0154976
211,22,0.095640479,0.095640479
211,23,0.024816527,0.024816527
211,24,130.0180089,130.0180089
211,25,129.9840319,129.9840319
211,26,0.208120802,0.208120802
211,27,130.0987431,130.0987431
211,28,0.044873207,0.044873207
211,29,0.007472532,0.007472532
211,2,0.02329969,-0.02329969
211,30,129.8643169,129.8643169
211,3,129.9834338,-129.9834338
211,4,130.0112978,-130.0112978
211,5,0.01626023,-0.01626023
211,6,130.0069358,-130.0069358
211,7,0.014498004,-0.014498004
211,8,0.020194356,0.020194356
211,9,0.020267328,0.020267328
212,10,130.0167474,130.0167474
212,11,129.7422027,129.7422027
212,12,129.8089423,129.8089423
212,13,0.07612938,0.07612938
212,14,0.003190597,0.003190597
212,15,0.029140246,0.029140246
212,16,130.002869,130.002869
212,17,0.002273601,0.002273601
212,18,-8.36E-05,-8.36E-05
212,19,0.013220149,0.013220149
212,1,130.0985692,-130.0985692
212,20,129.9706524,129.9706524
212,21,130.0048962,130.0048962
212,22,130.0169246,130.0169246
212,23,0.077304445,0.077304445
212,24,22.35368013,22.35368013
212,25,130.0060019,130.0060019
212,26,0.053079305,0.053079305
212,27,129.9779956,129.9779956
212,28,0.006044087,0.006044087
212,29,129.9861689,129.9861689
212,2,0.006006595,-0.006006595
212,30,130.093848,130.093848
212,3,129.6829435,-129.6829435
212,4,129.8728062,-129.8728062
212,5,0.011889679,-0.011889679
212,6,129.9946061,-129.9946061
212,7,0.006138598,-0.006138598
212,8,0.024761635,0.024761635
212,9,129.847633,129.847633
213,10,129.959046,129.959046
213,11,130.0272497,130.0272497
213,12,130.0250376,130.0250376
213,13,0.155739696,0.155739696
213,14,129.9935198,129.9935198
213,15,129.9944039,129.9944039
213,16,453.0076885,453.0076885
213,17,0.006529269,0.006529269
213,18,0.036186071,0.036186071
213,19,130.0059286,130.0059286
213,1,129.8914365,-129.8914365
213,20,130.0259913,130.0259913
213,21,129.9808672,129.9808672
213,22,0.199404898,0.199404898
213,23,130.0490061,130.0490061
213,24,130.0780628,130.0780628
213,25,129.9283305,129.9283305
213,26,129.9253868,129.9253868
213,27,0.072344903,0.072344903
213,28,129.9990016,129.9990016
213,29,1.692571644,1.692571644
213,2,0.083561619,-0.083561619
213,30,129.8936882,129.8936882
213,3,129.977892,-129.977892
213,4,130.0311275,-130.0311275
213,5,0.051758315,-0.051758315
213,6,130.018137,-130.018137
213,7,129.8983509,-129.8983509
213,8,129.9457516,129.9457516
213,9,0.08876384,0.08876384
214,10,130.0081176,130.0081176
214,11,129.9932928,129.9932928
214,12,129.8677832,129.8677832
214,13,0.057295065,0.057295065
214,14,0.021293573,0.021293573
214,15,0.005516109,0.005516109
214,16,0.794909782,0.794909782
214,17,0.52714974,0.52714974
214,18,0.007295014,0.007295014
214,19,129.9938361,129.9938361
214,1,130.0172613,-130.0172613
214,20,129.875001,129.875001
214,21,0.012873831,0.012873831
214,22,129.9710307,129.9710307
214,23,2.128723279,2.128723279
214,24,129.6512095,129.6512095
214,25,129.998569,129.998569
214,26,0.042836294,0.042836294
214,27,0.03216739,0.03216739
214,28,0.103432766,0.103432766
214,29,130.0023111,130.0023111
214,2,0.025845929,-0.025845929
214,30,130.0176938,130.0176938
214,3,129.9383152,-129.9383152
214,4,129.8835463,-129.8835463
214,5,0.007026374,-0.007026374
214,6,0.124973186,-0.124973186
214,7,0.126420386,-0.126420386
214,8,130.0189988,130.0189988
214,9,130.0047948,130.0047948
215,10,129.9626054,129.9626054
215,11,130.032129,130.032129
215,12,130.2108096,130.2108096
215,13,129.8913938,129.8913938
215,14,0.007256101,0.007256101
215,15,0.014946245,0.014946245
215,16,129.7810592,129.7810592
215,17,0.003948693,0.003948693
215,18,130.0023134,130.0023134
215,19,130.0039581,130.0039581
215,1,0.057867143,-0.057867143
215,20,0.014316739,0.014316739
215,21,129.9581073,129.9581073
215,22,1.47484144,1.47484144
215,23,129.9949634,129.9949634
215,24,129.9966637,129.9966637
215,25,0.097700747,0.097700747
215,26,129.9631227,129.9631227
215,27,129.9808837,129.9808837
215,28,129.9678398,129.9678398
215,29,129.9898478,129.9898478
215,2,129.9831362,-129.9831362
215,30,129.9828919,129.9828919
215,3,129.9976659,-129.9976659
215,4,130.0578091,-130.0578091
215,5,130.0020795,-130.0020795
215,6,130.0006621,-130.0006621
215,7,130.063382,-130.063382
215,8,129.9745917,129.9745917
215,9,0.002808972,0.002808972
216,10,130.0194243,130.0194243
216,11,129.9421883,129.9421883
216,12,129.7048552,129.7048552
216,13,130.0345703,130.0345703
216,14,0.008673548,0.008673548
216,15,129.9863691,129.9863691
216,16,130.0152846,130.0152846
216,17,129.9975879,129.9975879
216,18,129.7648721,129.7648721
216,19,129.9439263,129.9439263
216,1,130.0017637,-130.0017637
216,20,130.0035995,130.0035995
216,21,130.0008615,130.0008615
216,22,129.9645058,129.9645058
216,23,129.9468816,129.9468816
216,24,0.104034948,0.104034948
216,25,130.0065118,130.0065118
216,26,0.293445339,0.293445339
216,27,129.961865,129.961865
216,28,0.006563751,0.006563751
216,29,130.1535177,130.1535177
216,2,0.01024297,-0.01024297
216,30,130.0311868,130.0311868
216,3,0.00415381,-0.00415381
216,4,129.7778919,-129.7778919
216,5,0.040959963,-0.040959963
216,6,129.9552512,-129.9552512
216,7,129.8464851,-129.8464851
216,8,130.3117945,130.3117945
216,9,129.7533087,129.7533087
217,10,129.3658186,129.3658186
217,11,130.039258,130.039258
217,12,130.0015726,130.0015726
217,13,129.9539444,129.9539444
217,14,0.005338332,0.005338332
217,15,0.378222738,0.378222738
217,16,104.6151246,104.6151246
217,17,0.319084426,0.319084426
217,18,130.0078145,130.0078145
217,19,130.0111508,130.0111508
217,1,0.038134203,-0.038134203
217,20,0.042086589,0.042086589
217,21,130.002979,130.002979
217,22,129.9707318,129.9707318
217,23,130.0418479,130.0418479
217,24,0.049056883,0.049056883
217,25,129.9746615,129.9746615
217,26,130.0495041,130.0495041
217,27,130.2098155,130.2098155
217,28,129.7941149,129.7941149
217,29,128.6976523,128.6976523
217,2,0.047867484,-0.047867484
217,30,130.0024548,130.0024548
217,3,0.000182944,-0.000182944
217,4,130.056988,-130.056988
217,5,129.9743462,-129.9743462
217,6,130.0168823,-130.0168823
217,7,130.0427882,-130.0427882
217,8,123.1017146,123.1017146
217,9,129.9962423,129.9962423
218,10,129.9799584,129.9799584
218,11,129.9501984,129.9501984
218,12,0.174779219,0.174779219
218,13,130.0197567,130.0197567
218,14,0.005596547,0.005596547
218,15,130.0035915,130.0035915
218,16,129.994229,129.994229
