Time,Scenario,dfix,dflex
1,10,53.656424820000055,5.952844145376179
1,11,54.07326414000099,5.920250518188139
1,12,52.681414050000654,5.8479413358439265
1,13,55.86562080000029,6.116824921907094
1,14,51.813688769999686,5.747854935164742
1,15,51.47900900999987,5.711094057817979
1,16,46.1378636099999,5.1167751445178915
1,17,57.201765839999844,6.262812725914654
1,18,50.42119437000142,5.592814809706964
1,19,51.26289227999999,5.612768373814764
1,1,55.94612409000073,6.215931787733028
1,20,50.851383570000266,5.567764873287917
1,21,53.16384158999995,5.892335754804794
1,22,54.25972434000003,5.940941472075423
1,23,54.20594645999975,6.017423852659375
1,24,56.39472765000086,6.259114668134908
1,25,47.85465806999964,5.307888006179388
1,26,48.235354830000674,5.350587052926663
1,27,47.428446060002464,5.192312376830932
1,28,56.931954479999746,6.319589733543646
1,29,53.72026838999993,5.963023669975744
1,2,45.24341489999995,5.0180066453965475
1,30,49.09397967000008,5.445885650499357
1,3,56.644740900000265,6.288279368004461
1,4,49.13344070999784,5.458015036797552
1,5,56.19796155000062,6.243548763238954
1,6,53.16384159000021,5.901690326696545
1,7,52.681414050000136,5.853042476152088
1,8,48.533054399999585,5.383192735168424
1,9,53.23921776000012,5.905851239989943
2,10,64.25403398999995,7.129081983705985
2,11,52.59763097999981,5.835598415425476
2,12,71.15196950999864,7.867953281976218
2,13,71.90755964999613,7.8717188022981155
2,14,60.860279250000055,6.664026768413104
2,15,68.13903951000017,7.45969625570284
2,16,57.58230374999999,6.39115932547272
2,17,57.37374567000142,6.28159451209979
2,18,59.376577409999975,6.501210925692081
2,19,57.4053316200008,6.285232283164059
2,1,58.063764869999595,6.450914479343034
2,20,64.16509131000072,7.024840049913427
2,21,74.42787141000034,8.148430063278132
2,22,69.31602909000043,7.589345463339414
2,23,65.37830030999918,7.2561647085197825
2,24,56.3440751100012,6.168822055205469
2,25,64.46926682999971,7.152980694716136
2,26,55.99193606999974,6.215177596023187
2,27,62.66896848000322,6.949050327615934
2,28,59.507966610000416,6.51555589145261
2,29,46.78170983999856,5.122307190712824
2,2,53.28963080999978,5.914604984690628
2,30,57.01437468000016,6.242379105811205
2,3,76.56754346999857,8.497222279595888
2,4,58.24010007000082,6.470530900104485
2,5,52.408839780000356,5.814993942616894
2,6,74.42787141000007,8.259313859234393
2,7,71.84751993000029,7.9821812495831805
2,8,62.4459174299991,6.836659301568137
2,9,64.37130795000111,7.142101501723715
3,10,53.1382769100023,5.820952856575384
3,11,75.33394308000064,7.987094852285228
3,12,52.73064692999998,5.84864661097253
3,13,68.61263391000084,7.512546386265662
3,14,80.93380265999936,8.86077598628645
3,15,51.83072243999827,5.749692829571424
3,16,76.94540549999894,8.539144533908772
3,17,58.719110399998094,6.428734757785691
3,18,65.74702994999996,7.197811491662633
3,19,75.00245732999905,8.323786302952442
3,1,51.53566689000042,5.724928421581497
3,20,51.19757946000104,5.604832944266057
3,21,55.32589313999949,6.138120065919466
3,22,79.7962600800015,8.628818919959354
3,23,60.96236840999992,6.768847869405897
3,24,59.552738730001124,6.609227845595127
3,25,50.821394580001964,5.638072994321713
3,26,59.457507030000265,6.509367875669417
3,27,56.023195499996774,6.216304927120758
3,28,66.35910024000086,7.365712748511882
3,29,66.13716356999886,7.338165161876989
3,2,58.86020006999985,6.539406373076853
3,30,61.259910209999966,6.7076462097212515
3,3,52.65274140000238,5.840028482490994
3,4,74.44496465999977,8.27058245090018
3,5,71.14472019000361,7.903802473962679
3,6,55.32589314000037,6.146258523529273
3,7,54.53886753000037,6.058722386624625
3,8,60.71170554000003,6.647207505365448
3,9,54.39784239000011,6.0313785790218075
4,10,65.84768495999967,7.3085048667546095
4,11,57.624700950000246,6.308735130482431
4,12,72.51799383000001,7.939465814414791
4,13,54.075655979999034,5.95773484664397
4,14,70.84114622999925,7.756550960853184
4,15,77.33395881000018,8.391068783478445
4,16,60.29949338999958,6.689995496691962
4,17,63.10135196999954,6.9088182592474805
4,18,53.47563227999819,5.929025889125236
4,19,62.71526169000023,6.866286853108215
4,1,75.27471390000069,8.363023712406322
4,20,73.91464956000011,8.09250448753033
4,21,74.53257659999747,7.8947697159115915
4,22,59.148537480000066,6.561145618466044
4,23,79.24872059999936,8.795288895279281
4,24,61.158128490000955,6.696088903748022
4,25,70.2258048900017,7.792604550065128
4,26,57.44135655000004,6.289170727092308
4,27,76.61953071000345,8.388649971876328
4,28,80.87619653999988,8.976028484893257
4,29,58.25530556999914,6.378307074852795
4,2,74.6701010999983,8.287213645967144
4,30,69.94532843999998,7.658775116320646
4,3,69.1058946600011,7.677783030256904
4,4,57.50009361000243,6.387907765042552
4,5,60.08087250000267,6.674724880307162
4,6,73.98426150000161,8.218418204315814
4,7,73.12453128000043,8.123944550551487
4,8,56.418307020000825,6.176157281273613
4,9,59.247769319999975,6.5727522933707645
5,10,63.23685408000032,6.923585803243143
5,11,74.20820823000236,8.233169952956588
5,12,52.90818515999752,5.792150936768381
5,13,62.36428049999996,6.922736459673342
5,14,74.27209257000004,8.132382828056318
5,15,54.759825810002134,5.994949978565418
5,16,79.79626008000001,8.73654012079517
5,17,79.05256856999961,8.655032378349633
5,18,69.38940482999999,7.597627843389034
5,19,77.71191399000026,8.507798702378304
5,1,52.22990187000005,5.8017653402996245
5,20,54.03001004999943,5.91486267288752
5,21,52.28961741000073,5.724392010003678
5,22,80.50574429999973,8.814185121574344
5,23,57.057476850000995,6.246405759334444
5,24,63.73799262000059,6.978523535991095
5,25,54.8717088600015,6.007105238381566
5,26,75.27471389999823,8.24156872622238
5,27,59.628841559996914,6.528151429105064
5,28,64.70457786000019,7.083892559726641
5,29,49.82844501000115,5.454807234208658
5,2,54.98032851000039,6.107535871057875
5,30,57.74044400999961,6.321253611485615
5,3,64.69297073999934,7.187364031041741
5,4,70.28322363000002,7.800679985621112
5,5,78.56610785999996,8.728483225920552
5,6,75.00256092000076,8.331842736870701
5,7,63.24821964000062,7.020842950132115
5,8,61.83331191000029,6.770960077574038
5,9,65.75569460999861,7.296985303859422
6,10,62.6488379999997,6.859286831714311
6,11,57.16908216000012,6.25897092002367
6,12,71.53493705999789,7.8319640060472935
6,13,67.5945519300003,7.50614093244322
6,14,64.58657264999967,7.070784157667654
6,15,76.50444671999988,8.375896540626611
6,16,68.17213089000037,7.565871778095613
6,17,61.516316340001524,6.73453680613365
6,18,83.73858174000158,9.167124049080886
6,19,54.94241898000137,6.0935637628334245
6,1,77.56545275999962,8.617930828121704
6,20,75.98270367000038,8.318990107040635
6,21,72.34054677000007,7.920175544159398
6,22,66.12961382999998,7.240520635192925
6,23,76.20844580999969,8.453580439158204
6,24,78.7148298900006,8.618053790030404
6,25,73.70847576000095,8.181467471160847
6,26,52.229901870002614,5.717606218628613
6,27,81.97017839999906,8.97419044703488
6,28,82.92801294000039,9.07901911697382
6,29,59.88604671000219,6.555930352038741
6,2,76.78594233000159,8.530886299920388
6,30,80.9748362699997,8.865815633271904
6,3,50.91933519000168,5.65664122675159
6,4,51.830923949999665,5.746492285435498
6,5,54.252262350001374,6.026475024645755
6,6,52.2896174100023,5.808569129225128
6,7,54.70604801999957,6.076149077345552
6,8,79.2487206000008,8.795196552107239
6,9,61.59695517000047,6.744104860838168
7,10,58.47512228999792,6.401637233588141
7,11,71.53493706000008,7.831743868483335
7,12,57.44071655999962,6.289219846058225
7,13,76.89171284999962,8.41890548633923
7,14,80.91174059999882,8.858502700014666
7,15,58.677260040000064,6.42473404174679
7,16,82.37664557999707,9.138316963984893
7,17,80.48653154999978,8.811970107916338
7,18,60.178819679998256,6.58808589168811
7,19,74.58431841000005,7.128623085004337
7,1,55.87991454614837,6.205235806793448
7,20,55.022406120000035,6.0233950064175525
7,21,51.49467260999972,5.637322117741214
7,22,60.94207583999996,6.672597152308824
7,23,79.9243775099988,8.867030119685571
7,24,55.48160105999992,6.073837041128377
7,25,53.75309579999999,5.958589365761688
7,26,77.09818248000157,8.554914602901023
7,27,62.36211419999992,6.827267681901175
7,28,61.713606869998536,6.75617773784644
7,29,75.05190585000061,8.216873881766704
7,2,55.9414971900009,6.205136352112527
7,30,57.06642770999859,6.330559722923376
7,3,66.53963132999979,7.384651617867932
7,4,68.81573726999821,7.637220468099309
7,5,78.77991996000031,8.752437674267727
7,6,73.17586277999979,8.121285007042035
7,7,60.48107406000004,6.71351215665511
7,8,57.05747685000072,5.9125567533239485
7,9,62.60204664000026,6.85427040645811
8,10,79.18052120999994,8.669081292856815
8,11,52.94172717000036,5.874149954412866
8,12,45.50312942999908,4.98134709657964
8,13,54.962407799998815,6.016874044523188
8,14,64.73362121999992,7.0879524351828636
8,15,63.23874668999983,6.923790269778519
8,16,58.62060008999974,6.5040073974758235
8,17,71.90190387000003,7.873142966065613
8,18,81.21608469,9.004153993541996
8,19,59.01703470000034,6.547615025318214
8,1,77.45094720000054,8.60477541365347
8,20,72.94068872999947,7.985948971101108
8,21,72.08716373999907,7.892421932326199
8,22,79.22325140999936,8.673646766197866
8,23,56.274042509999994,6.160500218699242
8,24,78.19027604999998,8.560631259765389
8,25,72.81787005000038,7.972904973514753
8,26,54.24944706000092,5.938942838188716
8,27,81.0752697900003,8.876475153277378
8,28,81.06424389000045,8.875243805711571
8,29,51.91150248000033,5.682889795645507
8,2,69.12365913000042,7.674144866273024
8,30,78.21279387000136,8.563134561033857
8,3,54.768542399999795,6.072538873756606
8,4,52.47477620999791,5.83016547249267
8,5,57.705658200000585,6.410348100959905
8,6,52.41868757999869,5.822910138923857
8,7,76.46859297000137,8.493750892466926
8,8,78.19027604999943,8.560635493057632
8,9,74.65359348000194,8.172811004309008
9,10,62.81292536999856,6.87647647267517
9,11,57.53980710000077,6.386108518305538
9,12,62.383366799999855,6.830663909782474
9,13,76.92699941999992,8.422381639281163
9,14,74.4299971199999,8.148541485484891
9,15,77.01945947999937,8.546483004702178
9,16,75.2325226200011,8.348544546904487
9,17,67.0049756100024,7.33545234968312
9,18,73.0731506400004,8.11196318986208
9,19,76.18126004999951,8.452151314549583
9,1,53.61515532000016,5.955850150161103
9,20,55.56535694999797,6.083011097452724
9,21,51.84287261999984,5.675559699930995
9,22,56.165668559997705,6.148772250334728
