Y,T,Load
28,1,0.6249655323333333
28,2,0.5697238505
28,3,0.517602126
28,4,0.6224721475
28,5,0.6889223295
28,6,0.7135892426666667
28,7,0.785257933
28,8,0.7176197266666667
28,9,0.6203249026666667
28,10,0.5690667698888888
28,11,0.667687488
28,12,0.726513778
28,13,0.7355545
28,14,0.7937471765
28,15,0.6961736805000001
28,16,0.6300989726666667
28,17,0.5980839066666667
28,18,0.59823204325
28,19,0.665522643
28,20,0.7592841929999999
28,21,0.8020604160000001
28,22,0.908944506
28,23,0.8435327455
28,24,0.739936991
28,25,0.6473942659999999
28,26,0.6301576406666667
28,27,0.7854075365
28,28,0.866483623
28,29,0.887568861
28,30,0.9006341999999999
28,31,0.898762694
28,32,0.9235000085
28,33,0.9833940545
28,34,0.920710351
28,35,0.7871411724999999
28,36,0.6592459121249999
28,37,0.8159353715
28,38,0.866096415
28,39,0.88760406225
28,40,0.903074784
28,41,0.980533995
28,42,0.9187391094999999
28,43,0.785240333
28,44,0.660823345125
28,45,0.8353251083333334
28,46,0.88921889575
28,47,0.9113645563333334
28,48,0.9731711753333334
28,49,0.862285936
28,50,0.755830121
28,51,0.6750690814
28,52,0.656628591
28,53,0.790467642
28,54,0.89902669975
28,55,0.9600589026666667
28,56,0.8785838745000001
28,57,0.757070947
28,58,0.6536459158
28,59,0.6145123819999999
28,60,0.697361705
28,61,0.7747813155
28,62,0.7753665276666667
28,63,0.8855536195
28,64,0.815636165
28,65,0.73988419
28,66,0.672457187
28,67,0.650060721
28,68,0.6104088566000001
28,69,0.6354964186666666
28,70,0.76174824425
28,71,0.782348006
28,72,0.8913705405000001
28,73,0.810485125
28,74,0.6703158093333332
28,75,0.6473414646666668
28,76,0.804143126
28,77,0.8810801933333333
28,78,0.8985984243333333
28,79,0.8974778674999999
28,80,0.967210518
28,81,0.890068113
28,82,0.827006002
28,83,0.74759315
28,84,0.6648948963333333
28,85,0.6270834434000001
28,86,0.8112096735
28,87,0.844958375
28,88,0.8797014977500001
28,89,0.877026242
28,90,0.959809564
28,91,0.85672422
28,92,0.745498706
28,93,0.6721051797500001
28,94,0.648010279
28,95,0.651257546
28,96,0.800253445
28,97,0.8742629846666667
28,98,0.8920804219999999
28,99,0.9018720923333333
28,100,0.97934597
28,101,0.8969498565
28,102,0.802312688
28,103,0.692125596
28,104,0.650729535
28,105,0.6231832022
28,106,0.8047591386666667
28,107,0.83896105025
28,108,0.846260802
28,109,0.8703645035
28,110,0.9486949330000001
28,111,0.870478906
28,112,0.7496699935
28,113,0.6350071281999999
28,114,0.6092777396666667
28,115,0.7961760273333334
28,116,0.8305612755
28,117,0.8223184376666667
28,118,0.918307901
28,119,0.8374782195
28,120,0.724272665
28,121,0.6324926226666667
28,122,0.596881215
28,123,0.574379147
28,124,0.649119102
28,125,0.734190471
28,126,0.7630110706666667
28,127,0.752227913
28,128,0.8428903320000001
28,129,0.7695936075
28,130,0.669500326
28,131,0.601298907
28,132,0.5459985567142857
28,133,0.653422391
28,134,0.7455163066666667
28,135,0.8091372299999999
28,136,0.6855166589999999
28,137,0.59572839125
28,138,0.8010395949999999
28,139,0.848940458
28,140,0.85145291
28,141,0.9579527255
28,142,0.8835823785
28,143,0.752917261
28,144,0.627772057625
28,145,0.8227291126666666
28,146,0.8491648626
28,147,0.8586162589999999
28,148,0.9732034425
28,149,0.907114068
28,150,0.7801098264999999
28,151,0.6570084657499999
28,152,0.8417844423333333
28,153,0.8638541282000001
28,154,0.863183554
28,155,0.9586098060000001
28,156,0.8545945755
28,157,0.745533907
28,158,0.65907430875
28,159,0.8452839815
28,160,0.881795941
28,161,0.8891088935
28,162,0.881320731
28,163,0.8911857365
28,164,0.9697860383333333
28,165,0.8690268755
28,166,0.758874985
28,167,0.6713615641249999
28,168,0.8480912405
28,169,0.898586691
28,170,0.8922549590000001
28,171,0.866518824
28,172,0.8724853475000001
28,173,0.9557526796666668
28,174,0.8356565819999999
28,175,0.735413697
28,176,0.6528732597
28,177,0.776404949
28,178,0.8059242831999999
28,179,0.7815178555
28,180,0.8824911555
28,181,0.7881619936666667
28,182,0.6542364079999999
28,183,0.6019727495714287
28,184,0.664009011
28,185,0.7658799302499999
28,186,0.777619374
28,187,0.7894380205
28,188,0.8704437055
28,189,0.8137881265
