δ,Ψ,objective,ζ_total,max_u,max_dual,tail_scenarios,PV,Wind,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1.0,0.5,5.305993714869982e8,0.2579632381121997,31.598376353506296,6.641401143517511e-10,"Tuple{Int64, Float64}[]",17.64653265527348,100.51314494905854,66.0385925986664,3.999998959235939,0.00015299743578950747,0.0006108663611945486,3.9926575111688356,2.3605949747742314,32.25642064102736,13.664529911198503
0.8,0.5,5.2824438860643494e8,5.2919480520655155e8,1.9909107000140257e7,4.751678926756353e-9,"Tuple{Int64, Float64}[]",19.2787006948222,99.31944913644804,66.1837567146993,3.9999922047323135,0.02395422406725189,0.09569070289099386,3.9947318945644237,2.284945150802881,30.82498872985686,13.49047206626628
0.6,0.5,5.258947944925158e8,5.291823370770425e8,1.9874347325647097e7,4.251800083074996e-9,"Tuple{Int64, Float64}[]",20.89823359162797,98.06048979526287,66.3496486554074,3.999992982990835,0.022159008522992105,0.08852096672846028,3.9948071971095303,2.2165846867376984,29.894819766433837,13.486883648209318
0.4,0.5,5.2354479675567186e8,5.291676181725125e8,1.9840450944382664e7,6.922966916980409e-9,"Tuple{Int64, Float64}[]",22.05394900242688,96.76881490811232,66.4997315875492,3.999988560651972,0.03705861556957469,0.14800586230697182,3.9938313947293107,2.179498139739961,29.39589894933865,13.487462280121935
0.2,0.5,5.2119003767174387e8,5.2914726992974627e8,1.980820066218168e7,1.8092033491955453e-8,"[(40, 2.0e-8), (33, 2.0e-8), (4, 2.0e-8), (1, 2.0e-8), (13, 2.0e-8)]",23.18818728353374,95.60803106572371,66.55729608477061,3.9999689562151617,0.09747010225421886,0.3879380313173442,3.980072066668555,2.207229319417214,29.701361383623098,13.456400348770876
0.0,0.5,5.18794379118695e8,5.2907207961025554e8,1.9759460502962314e7,-1.4173570848125068e-5,"Tuple{Int64, Float64}[]",25.31674151912915,94.47535593504531,66.33428469429903,3.999836392659156,0.46053878192086684,1.7907183698486844,3.888311777739445,2.4209038760012507,32.513727232503065,13.430408185478186
