delta,psi,objective,z_total,max_u,max_dual,tail_scenarios,PV,Wind,Gas,Nuclear,BESS_P,BESS_E,Duration,LDES_PHS_P,LDES_PHS_E,Duration_PHS
1,0.5,5.30E+08,0.441332529,35.13878018,5.49E-10,"Tuple{Int64, Float64}[]",12.11632572,101.8845066,64.99062133,3.999999156,0.000390396,0.001560133,3.996288913,2.639119591,36.92035579,13.98964864
0.8,0.5,5.28E+08,5.30E+08,1.73E+07,4.99E-09,"Tuple{Int64, Float64}[]",11.83626205,101.7012039,64.98458007,3.999991796,0.025680582,0.102635748,3.996628548,2.593624879,35.9458904,13.8593251
0.6,0.5,5.27E+08,5.30E+08,1.73E+07,5.22E-09,"Tuple{Int64, Float64}[]",11.47228039,101.4495105,65.00876505,3.999991444,0.026341126,0.105246393,3.99551607,2.541796384,34.75007837,13.67146424
0.4,0.5,5.25E+08,5.30E+08,1.73E+07,8.40E-09,"Tuple{Int64, Float64}[]",11.19733508,101.2002366,65.01482345,3.999986032,0.041866211,0.167042873,3.989920946,2.500641033,33.81218132,13.52140546
0.2,0.5,5.23E+08,5.30E+08,1.73E+07,1.45E-08,"[(16, 1.0e-8), (4, 1.0e-8), (1, 1.0e-8), (13, 1.0e-8)]",10.95808503,100.9517796,64.99981407,3.99997569,0.071840177,0.285936436,3.980174448,2.466712142,33.34723599,13.51890049
0,0.5,5.22E+08,5.30E+08,1.73E+07,-6.12E-06,"Tuple{Int64, Float64}[]",11.02604319,100.8152589,64.82656487,3.999892198,0.296650672,1.156285709,3.897802431,2.547565295,34.68489822,13.61492021
