delta,psi,objective,z_total,max_u,max_dual,tail_scenarios,Price_max,Price_min,PV,Wind_Onshore,Wind_Offshore,Gas,Nuclear,BESS_P,BESS_E,Duration,H2_P,H2_E,Duration_PHS
1.0,0.5,4.728465214403126e9,10.28706881274791,1667.565116826609,2.708189295740548e-9,"Tuple{Int64, Float64}[]",8999.970626051194,-0.0001750391352836942,134.52707162806013,51.89574521663245,93.41233610245472,48.680027124824136,3.9999940157708096,24.50078555657981,98.0031326877008,3.999999610681118,4.900833967571295,440.7595802085923,89.93562792069437
0.75,0.5,4.718352807262276e9,4.711170448515248e9,5.519086080030821e7,1.7555546144649043e-9,"Tuple{Int64, Float64}[]",8999.856202250341,-0.0030895390086827425,134.61152121585204,51.60090317562952,92.88162186197351,49.087650984723126,3.999994103269968,23.81795053755944,95.27151679000877,3.99998801911069,5.342331051111006,466.6231560656777,87.34448531950063
0.5,0.5,4.708253166550999e9,4.711086219614729e9,5.509349417962866e7,3.0641621910776657e-9,"Tuple{Int64, Float64}[]",8999.77553055985,-0.006242512199049761,135.24525795802637,51.3914105694143,92.50453372499545,49.327304244792046,3.9999918499880187,23.94221883652769,95.76860964388234,3.999988902355699,5.67307141084317,487.71202505011127,85.96966082921635
0.25,0.5,4.698138099955648e9,4.710976196273317e9,5.501358322853167e7,5.9943849516818005e-9,"Tuple{Int64, Float64}[]",8998.347132825937,-0.03023472021322164,135.67822627957517,51.215322377070486,92.18756710288793,49.48809181243342,3.999980131756125,23.936753751864984,95.74505365545755,3.999918061069487,6.051779041782923,509.9353191876116,84.26205181433373
